Anytime you cast a movie and you need someone famous in the lead part, you're a prisoner of whoever happens to be famous in the six-month window in which you're trying to get a film financed.;Alexander Payne;famous
At ten I was playing against 18-year-old guys. At 15 I was playing professional ball with the Birmingham Black Barons, so I really came very quickly in all sports.;Willie Mays;sports
Music should probably provide answers in terms of lyrical content, and giving people a sense of togetherness and oneness, as opposed to being alone in their thoughts and dilemmas or regrets or happiness or whatever.;Peabo Bryson;happiness
For while the subjects of poetry are few and recurrent, the moods of man are infinitely various and unstable. It is the same in all arts.;John Drinkwater;poetry
My dreams are all follies.;Taylor Caldwell;dreams
I'm not someone who likes to have my picture taken, let alone see it plastered all over the place.;Laura Linney;alone
Our lives sometimes depend on computers performing as predicted.;Philip Emeagwali;computers
It's cool to express myself, but I've had to learn that doing interviews isn't completely therapy - spilling everything about yourself isn't healthy all the time. But I've been through things that have made me a stronger person, and if I can help some people, I will.;Fergie;cool
Focused, hard work is the real key to success. Keep your eyes on the goal, and just keep taking the next step towards completing it. If you aren't sure which way to do something, do it both ways and see which works better.;John Carmack;success
If the reporter has killed our imagination with his truth, he threatens our life with his lies.;Karl Kraus;truth
I trust my wife more than I trust myself.;Chris Paul;trust
You need someone to tell you how to do things like hitting your marks, or driving a car so it looks right or getting out of a car so it doesn't take a million years of screen time.;Gary Cole;car
Faith is a state of openness or trust.;Alan Watts;faith
It's hard to lead a cavalry charge if you think you look funny on a horse.;Adlai E. Stevenson;funny
I have become a queer mixture of the East and the West, out of place everywhere, at home nowhere.;Jawaharlal Nehru;home
The measure of a man is not how great his faith is, but how great his love is. We must not let government programs disconnect our souls from each other.;J. C. Watts;faith
People who identify themselves as conservatives donate money to charity more often than people who identify themselves as liberals. They donate more money and a higher percentage of their incomes.;Thomas Sowell;money
Intense feeling too often obscures the truth.;Harry S. Truman;truth
I think the first duty of society is justice.;Alexander Hamilton;society
The actual truth about Gad is it's one of the original 13 tribes of Israel, so you can actually trace my lineage back to, like, those guys who had, like, a hand in the Bible and have since become very famous from that. So I come from very famous lineage. Granted, they didn't have cameras back then, so none of them had TV shows.;Josh Gad;famous
Deacon Jones has been the most inspirational person in my football career.;Jack Youngblood;inspirational
The last real movie stars were probably Redford and Newman. And things were different then. There wasn't this amazing amount of magazines and information about them.;George Clooney;amazing
It's wonderful to travel with somebody that you love and we never travel anywhere without one another.;Roger Moore;travel
But you can travel on for ten thousand miles, and still stay where you are.;Harry Chapin;travel
But every historical statement and legitimization itself moves within a certain relation to history.;Martin Heidegger;history
By 2000, politics will simply fade away. We will not see any political parties.;R. Buckminster Fuller;politics
Three of my children are medical doctors, they know at least a hundred times as much about your body as my grandfather knew, but they don't know much more about soul than he did.;John Templeton;medical
Nothing would be more tiresome than eating and drinking if God had not made them a pleasure as well as a necessity.;Voltaire;god
In Europe they call geeks 'smart people,' and frankly I think we live in a culture that doesn't value intelligence enough so I am very proud in saying that I am a geek.;James Marsters;intelligence
When a man laughs at his troubles he loses a great many friends. They never forgive the loss of their prerogative.;Francis Bacon;great
Hope lies in dreams, in imagination, and in the courage of those who dare to make dreams into reality.;Jonas Salk;imagination
Indians mock their corrupt politicians relentlessly, but they regard their honest politicians with silent suspicion. The first thing they do when they hear of a supposedly 'clean' politician is to grin. It is a cliche that honest politicians in India tend to have dishonest sons, who collect money from people seeking an audience with Dad.;Aravind Adiga;dad
It's funny that there was so much disturbance about having a Catholic in the White House with Kennedy, and when we finally get a religion in the White House that's causing a lot of conflicts, and concerns, and disturbances for a lot of people, it's in the Bush Administration.;Roger Ebert;religion
I've made all my money on my own without my family and I work very hard.;Paris Hilton;money
Amtrak offers riders a cost-effective way to travel throughout the country.;Tim Bishop;travel
I want to be thoroughly used up when I die, for the harder I work the more I live. I rejoice in life for its own sake.;George Bernard Shaw;work
No great idea in its beginning can ever be within the law. How can it be within the law? The law is stationary. The law is fixed. The law is a chariot wheel which binds us all regardless of conditions or place or time.;Emma Goldman;great
When you go off in the world and make your life, and you come back to your home town, and you find your old high-school friends driving in the same circles, doing the same things, that's what Hollywood's like. It's a little block, little town. It doesn't really grow or change.;Robert Rodriguez;home
There are lots of people who mistake their imagination for their memory.;Josh Billings;imagination
I have a very good family. I'm very fortunate to have a very good family. I believe very strongly in the family. It's one of the things we have in our platform, is to talk about it.;Dan Quayle;family
There are no greater treasures than the highest human qualities such as compassion, courage and hope. Not even tragic accident or disaster can destroy such treasures of the heart.;Daisaku Ikeda;courage
Politics isn't about big money or power games it's about the improvement of people's lives.;Paul Wellstone;money
There are only three events in a man's life birth, life, and death he is not conscious of being born, he dies in pain, and he forgets to live.;Jean de la Bruyere;death
Now, let me be clear. The path I lay out is not one paved with ever increasing government checks and cradle to grave assurance that government will always be the solution. If this election is a bidding war for who can promise the most goodies and the most benefits, I'm not your president. You have that president today.;Mitt Romney;war
There are two kinds of people one can call reasonable: those who serve God with all their heart because they know him, and those who seek him with all their heart because they do not know him.;Blaise Pascal;god
As long as there is rape... there is not going to be any peace or justice or equality or freedom. You are not going to become what you want to become or who you want to become. You are not going to live in the world you want to live in.;Andrea Dworkin;freedom
Quentin is very organic there was no way that he was going to put someone else's hand in there and anyway, my hands are kind of famous. It seemed right.;David Carradine;famous
Men aren't the way they are because they want to drive women crazy they've been trained to be that way for thousands of years. And that training makes it very difficult for men to be intimate.;Barbara de Angelis;women
Who, being loved, is poor?;Oscar Wilde;love
On this important anniversary, we must remember that while we have come a long way in eliminating barriers, critical work remains to ensure all Americans can live up to their full potential.;Jim Ramstad;anniversary
It's pretty cool that people will pay for something even though they don't have to. It's totally different now to back in the day. Now you're paying for a record because you believe in the band. In the future that will be the only time people will pay for albums, because there's some kind of connection.;Ezra Koenig;cool
There is little evidence that our individual intelligence has improved through recorded history.;James Lovelock;history
My mom and I used to listen to records, read, and take train rides across the country in the summer. It was a very chill life. She didn't expose me to anything that was ahead of my development, but she expected me to adjust to her world - she did not expect to adjust to mine.;Martha Plimpton;mom
The first function of poetry is to tell the truth, to learn how to do that, to find out what you really feel and what you really think.;June Jordan;poetry
Listen, in England people are already writing their memoirs at the age of 23.;Rupert Everett;age
The most dangerous food is wedding cake.;James Thurber;food
The science of politics is the one science that is deposited by the streams of history, like the grains of gold in the sand of a river and the knowledge of the past, the record of truths revealed by experience, is eminently practical, as an instrument of action and a power that goes to making the future.;Lord Acton;future
Colombian humor is very black, very sarcastic.;Barbet Schroeder;humor
Happiness is brief. It will not stay. God batters at its sails.;Euripides;happiness
When Luke and Laura dated in 'General Hospital' when I was a kid, I was very excited. And that was a rather pathetic relationship if you break it down because let's face it: he raped her... and then they got married. There's all kinds of things that TV does to relationships.;Lisa Edelstein;relationship
For most women, including women who want to have children, contraception is not an option it is a basic health care necessity.;Louise Slaughter;health
Americanism demands loyalty to the teacher and respect for his lesson.;Bainbridge Colby;teacher
Whoever said money can't buy happiness simply didn't know where to go shopping.;Bo Derek;happiness
I'm going from doing all of the work to having to delegate the work - which is almost harder for me than doing the work myself. I'm a lousy delegator, but I'm learning.;Alton Brown;learning
A peace deal requires agreements, and you don't make agreements with your friends, you make agreements with your enemies.;Richard Holbrooke;peace
I'm thankful I grew up the way I did. It made me a hard worker and insightful to other people's lives.;Rachel Roy;thankful
A work of art is the unique result of a unique temperament.;Oscar Wilde;work
I'm really an inner spirit that only makes itself known through the music. A lot of people think I'm an introvert, or quiet and moody. I've even heard some people say that there's a certain mystery or darkness about me. I'm not that way. I'm just really into what I do.;Faith Evans;music
Look, I think Hispanic community - the values that resonate in our community are fundamentally conservative. They are faith, family and patriotism.;Ted Cruz;faith
Please know that I am aware of the hazards. I want to do it because I want to do it. Women must try to do things as men have tried. When they fail, their failure must be a challenge to others.;Amelia Earhart;failure
In the social business marketplace, brands that hope to build loyal and growing communities do so most effectively when they demonstrate their core values and allow a community to build and engage around it.;Simon Mainwaring;hope
I believe there is complete equality between men and women. And I believe those passages in the New Testament, not by Jesus, but by Paul, that say women should not adorn themselves, they should always wear hats or color their hair in church - things like that - I think they are signs of the times and should not apply to modern-day life.;Jimmy Carter;women
My favorite show is America's Funniest Home Videos. People will get hit on the head and I feel bad cause I'm laughing my head off!;Corbin Bleu;home
How very little can be done under the spirit of fear.;Florence Nightingale;fear
A lot of people get impatient with the pace of change.;James Levine;change
Dancing and running shake up the chemistry of happiness.;Mason Cooley;happiness
When you jump for joy, beware that no one moves the ground from beneath your feet.;Stanislaw Lec;change
It is great folly to wish to be wise all alone.;Francois de La Rochefoucauld;wisdom
I am quite certain in my heart of hearts that modern music and modern art is not a conspiracy, but is a form of truth and integrity for those who practise it honestly, decently and with all their being.;Michael Tippett;music
For most Americans, Friday afternoons are filled with positive anticipation of the weekend. In Washington, it's where government officials dump stories they want to bury. Good news gets dropped on Monday so bureaucrats can talk about it all week.;John Sununu;government
We've always loved going to the movies. Our mom and dad are big movie fans. They'd take us on these movie orgys where we'd see sometimes three movies in a day.;Andy Wachowski;mom
I started practicing yoga. I started learning some hands-on healing stuff. And I found really good chiropractors, really good massage therapists, and what I found is I've been able to actually peel off layers of trauma on my body and actually move better now than I did.;Ricky Williams;learning
Hollywood... a city I was to come back to time and again, in sickness and in health, in success and in failure, with anticipation and with dread.;Dirk Benedict;health
Great dad. Yeah, he would ask me for money on birthdays and, you know, inappropriate times. And I just wrote him off like, 'You're not a father.' I just learned you cannot emotionally invest in people who are not attainable.;Drew Barrymore;money
In Seattle, I soon found that my radical ideas and aesthetic explorations - ideas and explorations that in Richmond, Virginia, might have gotten me stoned to death with hush puppies - were not only accepted but occasionally applauded.;Tom Robbins;death
I've always wanted to make movies.;Fred Durst;movies
Golf isn't just my business, it's my hobby.;Lee Trevino;business
We must be willing to pay a price for freedom.;H. L. Mencken;freedom
I'm just very amused by five-year-old humor.;Kesha;humor
We won't have a society if we destroy the environment.;Margaret Mead;environmental
Men have an extraordinarily erroneous opinion of their position in nature and the error is ineradicable.;W. Somerset Maugham;nature
To write the lives of the great in separating them from their works necessarily ends by above all stressing their pettiness, because it is in their work that they have put the best of themselves.;Simone Weil;work
If by chance some day you're not feeling well and you should remember some silly thing I've said or done and it brings back a smile to your face or a chuckle to your heart, then my purpose as your clown has been fulfilled.;Red Skelton;smile
Success is not assured, but America is resolute: this is the best chance for peace we are likely to see for some years to come - and we are acting to help Israelis and Palestinians seize this chance.;Condoleezza Rice;peace
Love is what we were born with. Fear is what we learned here.;Marianne Williamson;love
Age is only a number, a cipher for the records. A man can't retire his experience. He must use it. Experience achieves more with less energy and time.;Bernard Baruch;experience
Our language has wisely sensed the two sides of being alone. It has created the word loneliness to express the pain of being alone. And it has created the word solitude to express the glory of being alone.;Paul Tillich;alone
Nothing is more memorable than a smell. One scent can be unexpected, momentary and fleeting, yet conjure up a childhood summer beside a lake in the mountains.;Diane Ackerman;nature
I am so excited this year getting to play the 85th Anniversary Macy's Thanksgiving Day Parade. Everyone knows on Thanksgiving morning to get up, turn on the TV and watch the parade, so to be an actual participant is going to be fun and I'm looking forward to it. I am gonna have to put on my deer hunting gear, though, to stay warm!;Rodney Atkins;thanksgiving
Every soldier must know, before he goes into battle, how the little battle he is to fight fits into the larger picture, and how the success of his fighting will influence the battle as a whole.;Bernard Law Montgomery;success
It's sad that the most glorious of sexual experiences can make us feel guilty, ashamed, embarrassed, and abnormal.;Sue Johanson;sad
When you're young you think that you're going to sail into a lovely lake of quietude and peace. This is profoundly untrue.;Doris Lessing;peace
By all these lovely tokens September days are here, With summer's best of weather And autumn's best of cheer.;Helen Hunt Jackson;best
Everything takes me longer than I expect. It's the sad truth about life.;Donna Tartt;sad
I begin with the principle that all men are bores. Surely no one will prove himself so great a bore as to contradict me in this.;Soren Kierkegaard;great
I actually don't know anyone who wants to be famous for fame's sake, at least not anyone I respect. But you need to have a certain amount of power in order to be able to do what you want.;Michael Ian Black;famous
In all honesty, at that time, I never saw myself as an author... I was just a Mom in a state of panic, trying to enter a short story contest to win the prize money in order to keep the lights on in my home.;Leslie Banks;mom
Once I am in the square circle, I am in my home.;Floyd Mayweather, Jr.;home
Memories are like mulligatawny soup in a cheap restaurant. It is best not to stir them.;P. G. Wodehouse;best
Art is not merely an imitation of the reality of nature, but in truth a metaphysical supplement to the reality of nature, placed alongside thereof for its conquest.;Friedrich Nietzsche;truth
I'm a heathen when it comes to marriage.;Greta Scacchi;marriage
Leave it as it is. The ages have been at work on it and man can only mar it.;Theodore Roosevelt;work
Passion is universal humanity. Without it religion, history, romance and art would be useless.;Honore de Balzac;religion
If younger people see older people who haven't planned ahead and have to rely on charity, the young will be more likely to provide for the future. Today when someone plans poorly, the only consequence people see is a demand for more government.;Harry Browne;future
You cannot fight against the future. Time is on our side.;William E. Gladstone;future
When I was first divorced, I started dating younger women, and it was really exciting. But after a while I was like, 'This is just dumb.';Louis C. K.;women
Man has no right to kill his brother. It is no excuse that he does so in uniform: he only adds the infamy of servitude to the crime of murder.;Percy Bysshe Shelley;war
I'm quite sensitive to women. I saw how my sister got treated by boyfriends. I read this thing that said when you are in a relationship with a woman, imagine how you would feel if you were her father. That's been my approach, for the most part.;Orlando Bloom;women
The type of cuisine I do, especially after being on 'Iron Chef' for several years, is a lot of global cuisine. My strength has always been Mediterranean cuisine across the board from Morocco, Spain, Italy, Greece, France, but I think now I'm doing a lot of very different cuisines all the time.;Cat Cora;strength
We had cocktail parties and I'd stay up until 5 in the morning.;Dorothy Malone;morning
Don't think of it as failure. Think of it as time-released success.;Robert Orben;failure
Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence.;Helen Keller;hope
Where I come from, it was a heresy to say you wanted to be in movies, leave alone American movies.;Daniel Day-Lewis;movies
There is a great difference between Christianity and religion at the south. If a man goes to the communion table, and pays money into the treasury of the church, no matter if it be the price of blood, he is called religious.;Harriet Ann Jacobs;money
Fun is good.;Dr. Seuss;good
Oh, that lovely title, ex-president.;Dwight D. Eisenhower;politics
The perennial conviction that those who work hard and play by the rules will be rewarded with a more comfortable present and a stronger future for their children faces assault from just about every direction. That great enemy of democratic capitalism, economic inequality, is real and growing.;Jon Meacham;future
If I didn't have a front-row seat on history, it was at least a seat on the aisle.;Dan Rather;history
Experts on romance say for a happy marriage there has to be more than a passionate love. For a lasting union, they insist, there must be a genuine liking for each other. Which, in my book, is a good definition for friendship.;Marilyn Monroe;love
My dad was an entrepreneurial businessman, and maybe I got some of his ability.;Thomas Jane;dad
I think the country's getting disgusted with Washington partly because of the decline of civility in government.;George McGovern;government
From 1997 when we came in, you guys and the public bought seven million more cars. You didn't get rid of the second car, did you? So what is happening is the growth of cars on the motorway.;John Prescott;car
Age puzzles me. I thought it was a quiet time. My seventies were interesting and fairly serene, but my eighties are passionate. I grow more intense as I age.;Florida Scott-Maxwell;age
Some musicians I know are incredible fathers. Like Keith Richards. A fantastic dad.;Jack Bruce;dad
Another hero was Tom Swift, in the books. What he stood for, the freedom, the scientific knowledge and being and engineer gave him the ability to invent solutions to problems. He's always been a hero to me. I buy old Tom Swift books now and read them to my own children.;Steve Wozniak;knowledge
Something's happened in our society which I don't think is beneficial, and that's that you see the public being fed box-office news. Newscasts now, every local station - I've been traveling around the country a lot, and you see the local news, and they give box-office reports.;Bryan Cranston;society
In my ballets, woman is first. Men are consorts. God made men to sing the praises of women. They are not equal to men: They are better.;George Balanchine;women
The biggest adventure you can take is to live the life of your dreams.;Oprah Winfrey;dreams
Through loyalty to the past, our mind refuses to realize that tomorrow's joy is possible only if today's makes way for it that each wave owes the beauty of its line only to the withdrawal of the preceding one.;Andre Gide;beauty
For the last 3 years, we have celebrated National Nurses Week. Beginning on May 6, we will once again have the opportunity to truly commend the nursing community for their contributions to our national health delivery system.;Nathan Deal;health
The blues is losing someone you love and not having enough money to immerse yourself in drink.;Henry Rollins;money
It's pretty hard to tell what does bring happiness poverty and wealth have both failed.;Kin Hubbard;happiness
I can only speak for myself, and hope people hear my words and see me on television speaking for myself. And, hopefully, they'll be able to make their own judgment. And at the end of the day, I just want my work to speak for itself.;Jennifer Lopez;hope
I've always loved the experience of working together with other people toward an artistic goal.;Trey Anastasio;experience
His talent was as natural as the pattern that was made by the dust on a butterfly's wings. At one time he understood it no more than the butterfly did and he did not know when it was brushed or marred.;Ernest Hemingway;time
My first car, I got it in an auction at my temple. It was an '86 Volvo that I got for 500 bucks, and then wound up throwing $10,000 into the stereo system and put TVs in the foot rests. It was the most ridiculous Volvo you'd ever seen, but I had never had money before and I was out of my mind.;Shia LaBeouf;car
Woman is the sun, an extraordinary creature, one that makes the imagination gallop.;Marcello Mastroianni;imagination
Think little goals and expect little achievements. Think big goals and win big success.;David Joseph Schwartz;leadership
You might well remember that nothing can bring you success but yourself.;Napoleon Hill;success
I wish our clever young poets would remember my homely definitions of prose and poetry that is, prose = words in their best order - poetry = the best words in the best order.;Samuel Taylor Coleridge;poetry
Children are God's Apostles, sent forth, day by day, to preach of love, and hope, and peace.;James Russell Lowell;god
I've seen firsthand that being president doesn't change who you are. It reveals who you are.;Michelle Obama;change
Men are April when they woo, December when they wed. Maids are May when they are maids, but the sky changes when they are wives.;William Shakespeare;women
In general it can be said that a nation's art is greatest when it most reflects the character of its people.;Edward Hopper;art
A short saying often contains much wisdom.;Sophocles;wisdom
There's intense national feeling in America that could be called patriotism.;Michael Ignatieff;memorialday
Thank God my parents had an abundance of patience.;Lexa Doig;patience
I have no problem going on record with this and probably have gone on record with this before, there aren't that many people who I respect. There just aren't.;Marc Jacobs;respect
Prayer is aligning ourselves with the purposes of God.;E. Stanley Jones;religion
The great book for you is the book that has the most to say to you at the moment when you are reading. I do not mean the book that is most instructive, but the book that feeds your spirit. And that depends on your age, your experience, your psychological and spiritual need.;Robertson Davies;age
You know, my dad served in the President's Cabinet after his time as a governor. He told me he enjoyed being governor a lot more. Now, I understand why. If I do my job well, I can make a difference in people's lives and I can help our children realize their dreams.;Mitt Romney;dad
We want our idols to be dead because it makes death a much less scary place.;Doug Coupland;death
Censorship is to art as lynching is to justice.;Henry Louis Gates;art
If one way be better than another, that you may be sure is nature's way.;Aristotle;nature
The shortest and surest way of arriving at real knowledge is to unlearn the lessons we have been taught, to mount the first principles, and take nobody's word about them.;Henry Bolingbroke;knowledge
There is always inequality in life. Some men are killed in a war and some men are wounded and some men never leave the country. Life is unfair.;John F. Kennedy;men
Mom ran the house, so we grew up Portuguese.;Emeril Lagasse;mom
I have a really amazing fan club, it's contemporary but it's a little bit old school. There's a lot of connection. I have a fan club president who really responds to people.;Martina McBride;amazing
It is true greatness to have in one the frailty of a man and the security of a god.;Lucius Annaeus Seneca;god
Anger is a good motivator.;James Dyson;anger
The best preparation for good work tomorrow is to do good work today.;Elbert Hubbard;best
When we are unwilling to draw clear moral lines between free societies and fear societies, when we are unwilling to call the former good and the latter evil, we will not be able to advance the cause of peace because peace cannot be disconnected from freedom.;Natan Sharansky;freedom
I've made movies that I thought were good. I've made movies that I thought were okay, but then I was very good. And sometimes you're in a movie and you think, I wish more people saw that - because you're good. And it just works out that the movie gets lost. But that's show business.;Christopher Walken;business
Losses have propelled me to even bigger places, so I understand the importance of losing. You can never get complacent because a loss is always around the corner. It's in any game that you're in - a business game or whatever - you can't get complacent.;Venus Williams;business
Harvard Medical School, the University of South Florida and the American Psychiatric Association have all conducted studies showing that the earlier one begins gambling, the more likely it is he or she will become an addicted, problem gambler.;Spencer Bachus;medical
I'm one of those hovering mothers and I know it's really important to have an independent child, so I'm trying to back off, but it's hard. I love him so much, and he's so funny and cute to me.;Selma Blair;funny
The all-seeing eye of God beheld our deplorable state infinite pity touched the heart of the Father of mercies and infinite wisdom laid the plan of our recovery.;David Brainerd;wisdom
Of all that is good, sublimity is supreme. Succeeding is the coming together of all that is beautiful. Furtherance is the agreement of all that is just. Perseverance is the foundation of all actions.;Lao Tzu;good
Movies are my religion and God is my patron. I'm lucky enough to be in the position where I don't make movies to pay for my pool. When I make a movie, I want it to be everything to me like I would die for it.;Quentin Tarantino;movies
We campaigned on the fact that we were going to have to take difficult decisions because of the state of the public finances. When we got into government we discovered that actually the public finances were in an even worse state than we thought.;Theresa May;government
It's good to be able to laugh at yourself and the problems you face in life. Sense of humor can save you.;Margaret Cho;humor
Our system of private health insurance that fails to provide coverage to so many of our citizens also contributes to the double-digit health care inflation that is making America less competitive in the global economy.;John Conyers;health
I was 17 and just learning what high fidelity was, what good sound was, and learning the mechanics of tape machines. It was a real education, going right from the consumer end to the record factory.;Alan Parsons;learning
There is never jealousy where there is not strong regard.;Washington Irving;jealousy
To balance China, the democracies will need new friends - and India with its fast-growing economy, youthful population, and democratic politics seems the obvious candidate.;David Frum;politics
It would be sad if we lost our instinct and our courage to love and protect.;Emeli Sande;courage
I used to be a real prince charming if I went on a date with a girl. But then I'd get to where I was likely to have a stroke from the stress of keeping up my act. I've since learned the key to a good date is to pay attention on her.;Matthew Perry;dating
I love my past, I love my present. I am not ashamed of what I have had, and I am not sad because I no longer have it.;Sidonie Gabrielle Colette;sad
I can barely remember what I wrote yesterday, let alone 10 years ago.;Andrew Sullivan;alone
Most men are very attached to the idea of being male, and usually experience a lot of fear and insecurity around the idea of being a man. Most women are very identified with their gender, and also experience a tremendous amount of fear and insecurity.;Andrew Cohen;fear
When I grew up, in Taiwan, the Korean War was seen as a good war, where America protected Asia. It was sort of an extension of World War II. And it was, of course, the peak of the Cold War. People in Taiwan were generally proAmerican. The Korean War made Japan. And then the Vietnam War made Taiwan. There is some truth to that.;Ang Lee;war
The difference between utility and utility plus beauty is the difference between telephone wires and the spider web.;Edwin Way Teale;beauty
Never trust anyone completely but God. Love people, but put your full trust only in God.;Lawrence Welk;love
The fact that I can plant a seed and it becomes a flower, share a bit of knowledge and it becomes another's, smile at someone and receive a smile in return, are to me continual spiritual exercises.;Leo Buscaglia;smile
One who has imagination without learning has wings without feet.;Joseph Joubert;learning
I never learned hate at home, or shame. I had to go to school for that.;Dick Gregory;home
We had four years of world war which the peoples endured only because they were told that their sufferings would free humanity forever from the scourge of war.;Arthur Henderson;war
Democracy is the form of government that gives every man the right to be his own oppressor.;James Russell Lowell;government
You know, I think the film business is its own worst enemy because it sells movies on DVD footage and 'behind the scenes,' and now it's a real struggle trying to keep storylines and plotlines a secret.;Daniel Craig;movies
A man is born alone and dies alone and he experiences the good and bad consequences of his karma alone and he goes alone to hell or the Supreme abode.;Chanakya;good
I'm no romantic, surfing, California boy. I like reading, writing, philosophizing. Scheming. I've been doing some exploration of the inner space.;Henry Hopper;romantic
The college graduate is presented with a sheepskin to cover his intellectual nakedness.;Robert M. Hutchins;graduation
I'm a better person in a relationship, and I'm a happier person. I need to come home at the end of the day and have it not be about me and my freaking hair and makeup and character motivations anymore. And I think my work is more inspired when home is safe and sound and solid, because what I do for a living is so bananas and so insecure.;Ginnifer Goodwin;relationship
I'm more of an adventurous type than a relationship type.;Bob Dylan;relationship
The cool thing about working and meeting a lot of people through your acting is that you never know who you might work with, in the future.;Tania Raymonde;cool
I love spicy food.;Cynthia Nixon;food
Conjugal love, or the friendship of spouses, can persist even after sexual desires have weakened, withered, and disappeared.;Mortimer Adler;friendship
He who speaks without modesty will find it difficult to make his words good.;Confucius;good
Stupid as a man, say the women: cowardly as a woman, say the men. Stupidity in a woman is unwomanly.;Friedrich Nietzsche;men
I enjoy being happy every day, and hopefully you can hear my happiness in my music. Life is beautiful.;Christina Milian;music
And in that I cannot send unto you all my businesses in writing, I despatch these present bearers fully informed in all things, to whom it may please you to give faith and credence in what they shall say unto you by word of mouth.;Owen Glendower;faith
I try to help people realize their dreams by using magic to tell stories that educate, move, and inspire.;David Copperfield;dreams
In science, a healthy skepticism is a professional necessity, whereas in religion, having belief without evidence is regarded as a virtue.;Paul Davies;science
My mom enlisted in the U.S. Navy in World War II, and my parents actually bought our home thanks to the loan she got through the GI Bill.;Thomas Friedman;mom
I think the pattern of my essays is, A funny thing happened to me on my way through Finnegans Wake.;Leslie Fiedler;funny
