The women's movement completely changed attitudes all over the world in ways we'll never be able to count.;Holly Near;women
Education forms the common mind. Just as the twig is bent, the tree's inclined.;Alexander Pope;education
The greatest enemy of individual freedom is the individual himself.;Saul Alinsky;freedom
We can just assume they have much more and powerful, more advanced technology, all the new computers, everything could be much more easier and help them to build much more and many more nuclear weapons.;Mordechai Vanunu;technology
Too often travel, instead of broadening the mind, merely lengthens the conversation.;Elizabeth Drew;travel
Come, come, leave business to idlers, and wisdom to fools: they have need of 'em: wit be my faculty, and pleasure my occupation, and let father Time shake his glass.;William Congreve;wisdom
What's funny is that the idea of popularity - even the use of the word 'popular' - is something that had been mostly absent from my life since junior high. In fact, the hallmark of life after junior high seemed to be the shedding of popularity as a central concern.;Susan Orlean;funny
There is no force more liberating than the knowledge that you are fighting for others.;Bob Kerrey;knowledge
Power without principle is barren, but principle without power is futile. This is a party of government, and I will lead it as a party of government.;Tony Blair;government
I just grew up watching a lot of movies. I'm attracted to this genre and that genre, this type of story, and that type of story. As I watch movies I make some version of it in my head that isn't quite what I'm seeing - taking the things I like and mixing them with stuff I've never seen before.;Quentin Tarantino;movies
Hope springs eternal, even in politics.;Gwen Ifill;politics
Patriotism is not a short and frenzied outburst of emotion but the tranquil and steady dedication of a lifetime.;Adlai Stevenson;patriotism
Nobody ever asks a father how he manages to combine marriage and a career.;Sam Ewing;dad
I try to make an album that reflects what I love about country music. It's not just all about happy parties all the time. There are some sad songs.;Dierks Bentley;sad
You can be in this business 50 years and still not know anything about it.;Sammy Davis, Jr.;business
My longing for truth was a single prayer.;Edith Stein;truth
I've worked for 55 years. I'm going to take a little time off, to tell you the truth. It's just that now in the last couple of weeks, Gelman is pouring it on. 'Farewell to Regis!' It's getting embarrassing.;Regis Philbin;truth
Money is just the poor man's credit card.;Marshall McLuhan;money
Ten years ago U.S. defence investment represented almost half of all defence expenditure in the whole alliance. Today it is 75%. This increasing economic gap may also lead to an increasing technology gap which will almost hamper the inter-operability between our forces.;Anders Fogh Rasmussen;technology
Envy is the art of counting the other fellow's blessings instead of your own.;Harold Coffin;art
