My parents are very hard working people who did everything they could for their children. I have two brothers and they worked dog hard to give us an education and provide us with the most comfortable life possible. My dad provided for his family daily. So, yes, that is definitely in my DNA.;David Oyelowo;education
I usually make up my mind about a man in ten seconds, and I very rarely change it.;Margaret Thatcher;men
The South is very beautiful but its beauty makes one sad because the lives that people live here, and have lived here, are so ugly.;James Baldwin;beauty
When one has success, the answer is not to undo that success. It is to continue what has been done.;Charles Schumer;success
Certainly, protecting oppressed people, stopping ethnic conflict and promoting responsible governance are worthy goals. But none is as important for American security and prosperity as keeping the peace in the Middle East, Europe and East Asia.;Michael Mandelbaum;peace
Security is mostly a superstition. It does not exist in nature, nor do the children of men as a whole experience it. Avoiding danger is no safer in the long run than outright exposure. Life is either a daring adventure, or nothing.;Helen Keller;experience
Those who gave thee a body, furnished it with weakness but He who gave thee Soul, armed thee with resolution. Employ it, and thou art wise be wise and thou art happy.;Akhenaton;newyears
Everybody's a dreamer.;John Lithgow;dreams
After you're older, two things are possibly more important than any others: health and money.;Helen Gurley Brown;age
We need earmark reform, and when I'm President, I will go line by line to make sure that we are not spending money unwisely.;Barack Obama;money
Fiction will always be my greatest love, with poetry close behind.;J. Courtney Sullivan;poetry
What We want is to make it possible for our unfortunate people to live a life of industry for it is by steady work alone that we hope for our physical and moral rehabilitation. For this reason above all we have undertaken to rally our people around our ideal.;Theodor Herzl;alone
Some people are drawn naturally - there are natural guitarists, and there are natural piano players, and I think guitar implies travel, a sort of footloose gypsy existence. You grab your bag and you go to the next town.;Hugh Laurie;travel
It takes vision and courage to create - it takes faith and courage to prove.;Owen D. Young;courage
Mom was the one who taught me unconditional love. With Dad, I'd always felt there was something to live up to - expectations. But in the last year, we had a wonderful relationship.;Greg Louganis;relationship
For that story, I took as my subject a young woman whom I got to know over the course of a couple of visits. I never saw her having any health problems - but I knew she wanted to be married.;Jhumpa Lahiri;health
I've made club songs, and I've made radio songs, and I've made the car songs.;T-Pain;car
The aim of a college education is to teach you to know a good man when you see one.;William James;good
Patriotism is the virtue of the vicious.;Oscar Wilde;patriotism
And then we watched an amazing number of movies from the late '60s and '70s, which is my favorite time, and we studied their camera movements, their stocks, the way they lit stuff, the colors they used.;Ted Demme;amazing
Pink Floyd is like a marriage that's on a permanent trial separation.;Rick Wright;marriage
I've made some great mistakes in my life, but, you know, they were honest mistakes.;Henry Rollins;great
We are not merely passive pawns of historical forces nor are we victims of the past. We can shape and direct history.;Daisaku Ikeda;history
He killed his enemies because he was afraid they would kill him. Amin ordered entire tribes to be put to death, because he feared they would rebel.;Ryszard Kapuscinski;death
Don't solicit feedback on your product, idea or your business just for validation purposes. You want to tell the people who can help move your idea forward, but if you're just looking to your friend, co-worker, husband or wife for validation, be careful. It can stop a lot of multimillion-dollar ideas in their tracks in the beginning.;Sara Blakely;business
On the other side of that coin, and far outweighing it, is the fact that I've been able to use genre of Fantasy/Horror and express my opinion, talk a little about society, do a little bit of satire and that's been great, man. A lot of people don't have that platform.;George A. Romero;society
When I was a kid, I had two great guilty pleasures. One was horror movies and the other was martial arts movies.;M. Night Shyamalan;movies
Anybody who finds it easy to make money on the horses is probably in the dog food business.;Franklin P. Jones;food
I'm at the age now where just putting my cigar in its holder is a thrill.;George Burns;age
One thing that hasn't changed, though, is that we still have to hear the new ad 2 or 3 times before it begins to affect us, even when we're already familiar with the advertiser in question and have a positive opinion of them.;Roy H. Williams;positive
Freedom and responsibility aren't interconnected things. They are the same thing.;Harry Browne;freedom
I got a lot of things that society had promised would make me whole and fulfilled - all the things that the culture tells you from preschool on will quiet the throbbing anxiety inside you - stature, the respect of colleagues, maybe even a kind of low-grade fame.;Anne Lamott;society
Music is amazing. There's some metaphysical comfort where it allows you to be isolated and alone while telling you that you are not alone... truly, the only cure for sadness is to share it with someone else.;Wayne Coyne;alone
Baseball happens to be a game of cumulative tension but football, basketball and hockey are played with hand grenades and machine guns.;John Leonard;sports
When Religion and Royalty are swept away, the people will attack the great, and after the great, they will fall upon the rich.;Honore de Balzac;religion
The screen is a magic medium. It has such power that it can retain interest as it conveys emotions and moods that no other art form can hope to tackle.;Stanley Kubrick;hope
I love it, man I'm 23 years old and I'm lucky enough to write movies as a job! I just feel really blessed and can't believe it's happening.;Jonah Hill;movies
The will to succeed is important, but what's more important is the will to prepare.;Bobby Knight;motivational
I never quite toed the line. I was a bit disruptive. All my early school reports from the age of 5 were 'Daniel must learn not to distract others.' And now, that's what I do for a living.;Dan Stevens;age
I am optimistic that peace can be achieved in the region because I believe that every society on earth can be free and that if freedom comes to the Middle East, there can be peace.;Natan Sharansky;freedom
Perhaps the greatest social service that can be rendered by anybody to the country and to mankind is to bring up a family.;George Bernard Shaw;family
God is His own Design and End, and that there is no other Worthy of Him.;Mary Astell;design
Love has always been the most important business in my life, I should say the only one.;Stendhal;business
People who shop in health food stores never look healthy.;Amy Sedaris;food
I have seen doctors, in good faith, leave patients on steroids for years, thinking they are doing right. A friend of mine was on steroids for so long, she has severe osteoporosis.;Mary Ann Mobley;faith
Comedy is defiance. It's a snort of contempt in the face of fear and anxiety. And it's the laughter that allows hope to creep back on the inhale.;Will Durst;hope
Faith is to believe what you do not see the reward of this faith is to see what you believe.;Saint Augustine;faith
Waste your money and you're only out of money, but waste your time and you've lost a part of your life.;Michael LeBoeuf;money
It's not just the effect of technology on the environment, on religion, on the economic structure, on society, on politics, etc. It's that everything now exists in technology to the point where technology is the new and comprehensive host of nature of life.;Godfrey Reggio;religion
It is bad policy to regulate everything... where things may better regulate themselves and can be better promoted by private exertions but it is no less bad policy to let those things alone which can only be promoted by interfering social power.;Friedrich List;finance
I love the idea of marriage. I definitely want marriage and little Kellans running around.;Kellan Lutz;marriage
If you die you're completely happy and your soul somewhere lives on. I'm not afraid of dying. Total peace after death, becoming someone else is the best hope I've got.;Kurt Cobain;best
I don't need the money, dear. I work for art.;Maria Callas;work
Probably the happiest period in life most frequently is in middle age, when the eager passions of youth are cooled, and the infirmities of age not yet begun as we see that the shadows, which are at morning and evening so large, almost entirely disappear at midday.;Eleanor Roosevelt;morning
In marriage do thou be wise: prefer the person before money, virtue before beauty, the mind before the body then thou hast a wife, a friend, a companion, a second self.;William Penn;beauty
The first question at that time in poetry was simply the question of honesty, of sincerity.;George Oppen;poetry
For about ten years now, the struggle for democracy and the respect of human rights has been in the focus point - if not a commodity - of political groups aiming to rise to power.;Omar Bongo;respect
The second half of the '60s really was a kind of learning period, in terms of writing, for me.;Bruce Cockburn;learning
I really believe that's one of the many reasons that God had put me right in the middle of the Backstreet Boys. There are so many stars today that don't realize the impact they have on young people. Being a superstar is great, as long as you can be a positive role model.;Brian Littrell;positive
Well, for me the pro-life issue has been something I've been very passionate about since the '70s, and I have been very involved in the pro-life community since long before politics.;Mike Huckabee;politics
And I watch 'Saturday Night Live' religiously, I have since I was a little boy. I watch it basically like one of my favorite sports teams.;Ty Burrell;sports
Literature is the expression of a feeling of deprivation, a recourse against a sense of something missing. But the contrary is also true: language is what makes us human. It is a recourse against the meaningless noise and silence of nature and history.;Octavio Paz;history
If I test the car for a year I can be quite competitive the next season.;Valentino Rossi;car
It was a source of shame for my family that I was in rock and roll, which is so blue-collar. It just isn't done. And I felt it, too.;Liz Phair;family
I love going to Africa and stuff. I love going anywhere, really, but I've been to Africa a bunch of times and it's just a beautiful place that needs help, obviously, but helping people that are really thankful is really easy to do. And the people out there always seem so thankful.;Kris Allen;thankful
I took three years off. I differentiated myself from the industry. Found my identity - sort of... I haven't graduated yet. I'm not legitimately educated yet, but maybe one day.;Claire Danes;graduation
I think it's a mistake to treat different realms of knowledge as if they are some how fundamentally the same.;Jimmy Wales;knowledge
Hundreds of thousands of American servicemen and women are deployed across the world in the war on terror. By bringing hope to the oppressed, and delivering justice to the violent, they are making America more secure.;George W. Bush;hope
Friendship is held to be the severest test of character. It is easy, we think, to be loyal to a family and clan, whose blood is in your own veins.;Charles Alexander Eastman;friendship
Some women can be fooled all of the time, and all women can be fooled some of the time, but the same woman can't be fooled by the same man in the same way more than half of the time.;Helen Rowland;women
Men rise from one ambition to another: first, they seek to secure themselves against attack, and then they attack others.;Niccolo Machiavelli;men
That is the thankless position of the father in the family - the provider for all, and the enemy of all.;August Strindberg;dad
Before deciding to retire, stay home for a week and watch the daytime TV shows.;Bill Copeland;home
A bird doesn't sing because it has an answer, it sings because it has a song.;Lou Holtz;nature
When someone shows you who they are, believe them the first time.;Maya Angelou;time
Courage - a perfect sensibility of the measure of danger, and a mental willingness to endure it.;William Tecumseh Sherman;courage
There is no worse screen to block out the Spirit than confidence in our own intelligence.;John Calvin;intelligence
The first problem for all of us, men and women, is not to learn, but to unlearn.;Gloria Steinem;men
Texas women have an amazing sense of purpose when they lose it. They're the best girls in the world - they're loyal and fun, but when they get mad, they'll try to kill you.;John Cusack;best
I saw music as a way to entertain people and take them away from their daily lives and put smiles on their faces, as opposed to what I see it being now, which is a way for me to actually communicate, and a way for me to tap into my subconscious.;Alanis Morissette;music
Actresses can get outrageously precious about the way they look. That's not what life's about. If you starve yourself to the point where your brain cells shrivel, you will never do good work. And if you're overly conscious of your arms flapping in the wind, how can you look the other actor in the eye to respond to them?;Cate Blanchett;work
By the time the children go to bed, I am as drained as any mother who has spent her day working, car pooling, building Lego castles and shopping for the precisely correct soccer cleat.;Ayelet Waldman;car
Advertising must respect the intelligence of its audience and if it does not prompt them to think, it will be instantly dismissed.;Maurice Saatchi;respect
And so I think that if the person has the funds, the network, and the equipment to do this, and also the experience, which is the key factor, then they can be quite deadly.;John Abizaid;experience
I never make a trip to the United States without visiting a supermarket. To me they are more fascinating than any fashion salon.;Wallis Simpson;travel
Several studies, and a number of public statements by senior military and political personalities, testify that - except for disputes between the present nuclear states - all military conflicts, as well as threats to peace, can be dealt with using conventional weapons.;Joseph Rotblat;peace
I went to watch my father at Silverstone in the early 1950s, and I've still got the car he was in.;Nick Mason;car
As both a local resident and a parent with a CF-afflicted child, I'm thankful for companies like Canon, Chase and Outback who believe that giving back to the community is critical to their role as corporate citizens.;Boomer Esiason;thankful
Artists don't talk about art. Artists talk about work. If I have anything to say to young writers, it's stop thinking of writing as art. Think of it as work.;Paddy Chayefsky;art
We tend to mistake music for the physical object.;David Byrne;music
The secret of success is to be ready when your opportunity comes.;Benjamin Disraeli;success
It is impossible that anything so natural, so necessary, and so universal as death, should ever have been designed by providence as an evil to mankind.;Jonathan Swift;death
Viewed freely, the English language is the accretion and growth of every dialect, race, and range of time, and is both the free and compacted composition of all.;Walt Whitman;time
We got Martha Stewart legitimizing homemaking for her generation, and then there's this return to being interested in all things home, lifestyle, and food again. I think this generation is less about the frills and more about the flavor of things.;Nadia Giosia;food
Democracy is stronger than terrorism, and we will not cower to the terrorists' campaign of fear.;John Doolittle;fear
You can't be a great mum and work the whole time necessarily those two things aren't ideal. We have an awful lot to work on and to debate about in relation to our working lives, because it isn't working for a lot of people, particularly for a lot of women.;Emma Thompson;women
Success without honor is an unseasoned dish it will satisfy your hunger, but it won't taste good.;Joe Paterno;success
That's the key to success, isn't it? It has to be fun.;Monica Seles;success
I suggest that the introductory courses in science, at all levels from grade school through college, be radically revised. Leave the fundamentals, the so-called basics, aside for a while, and concentrate the attention of all students on the things that are not known.;Lewis Thomas;science
And what is liberty, whose very name makes the heart beat faster and shakes the world? Is it not the union of all liberties - liberty of conscience, of education, of association, of the press, of travel, or labor, or trade?;Frederic Bastiat;education
I always use my husband's cocoa butter stuff. He has amazing skin!;Idina Menzel;amazing
I'm the fourth generation to be in show business. It's pretty neat it's nice to have that family history.;Rachel Bilson;history
Any act often repeated soon forms a habit and habit allowed, steady gains in strength, At first it may be but as a spider's web, easily broken through, but if not resisted it soon binds us with chains of steel.;Tryon Edwards;strength
Man is the unnatural animal, the rebel child of nature, and more and more does he turn himself against the harsh and fitful hand that reared him.;H. G. Wells;nature
I'm not entirely sure what my end goal is, but I'd love to get involved in city politics and broadcast TV.;Holly Madison;politics
Beauty is now defined by your bones sticking out of your decolletage. For that to be the standard is really perilous for women.;Alanis Morissette;beauty
I take care of my flowers and my cats. And enjoy food. And that's living.;Ursula Andress;food
I don't think my principles change. I think the way in which you apply those principles to modern society changes.;William Hague;change
One of my earliest memories is of my father carrying me in one arm with a picket sign in the other.;Camryn Manheim;dad
Gray skies are just clouds passing over.;Frank Gifford;sports
You don't make peace with friends. You make it with very unsavory enemies.;Yitzhak Rabin;peace
Suspicion is the cancer of friendship.;Petrarch;friendship
The question remains: which brands will commit to creating a private sector pillar of social change, and which will become casualties of their own outdated thinking?;Simon Mainwaring;change
If the Holy Spirit can take over the subconscious with our consent and cooperation, then we have almighty Power working at the basis of our lives, then we can do anything we ought to do, go anywhere we ought to go, and be anything we ought to be.;E. Stanley Jones;power
Dreams are often most profound when they seem the most crazy.;Sigmund Freud;dreams
I respect knowledge of the psyche. I would be a therapist if I weren't an entertainer.;Jessica Simpson;knowledge
The world is mud-luscious and puddle-wonderful.;e. e. cummings;nature
Anxiety does not empty tomorrow of its sorrows, but only empties today of its strength.;Charles Spurgeon;strength
Poetry is not only dream and vision it is the skeleton architecture of our lives. It lays the foundations for a future of change, a bridge across our fears of what has never been before.;Audre Lorde;future
Sixth grade was a big time, in my childhood, of hoops and friendship, and coming up with funny things.;Adam Sandler;funny
Women have served all these centuries as looking glasses possessing the power of reflecting the figure of man at twice its natural size.;Virginia Woolf;women
The Declaration of Independence was always our vision of who we wanted to be, our ideal of freedom and justice, how we were going to be different, and what the American experiment was going to be about.;Marian Wright Edelman;freedom
When you are winning a war almost everything that happens can be claimed to be right and wise.;Winston Churchill;war
There's no doubt that usually a president's public image is enhanced by going to war. That never did appeal to me.;Jimmy Carter;war
No amount of skillful invention can replace the essential element of imagination.;Edward Hopper;imagination
If it's true that our species is alone in the universe, then I'd have to say the universe aimed rather low and settled for very little.;George Carlin;alone
The two most important requirements for major success are: first, being in the right place at the right time, and second, doing something about it.;Ray Kroc;success
People often ask me how I make things funny. I don't make things funny.;Richard Russo;funny
There is perhaps nothing so bad and so dangerous in life as fear.;Jawaharlal Nehru;fear
Beauty is our weapon against nature by it we make objects, giving them limit, symmetry, proportion. Beauty halts and freezes the melting flux of nature.;Camille Paglia;nature
I have a great advantage over many of my colleagues inasmuch as my students bring with them to class their own personal knowledge of national, regional, religious, ethnic, occupational, and family folklore traditions.;Alan Dundes;knowledge
Treating your adversary with respect is striking soft in battle.;Samuel Johnson;respect
I love those who yearn for the impossible.;Johann Wolfgang von Goethe;love
The tree which moves some to tears of joy is in the eyes of others only a green thing that stands in the way. Some see nature all ridicule and deformity... and some scarce see nature at all. But to the eyes of the man of imagination, nature is imagination itself.;William Blake;imagination
I am in the process of trying to decide whether I can make a substantive and productive contribution to the policy-making process. I was always there because I wanted to work on the pressing issues of the day - I'm interested in energy, I'm interested in the climate bill and technology policy.;Charles F. Bass;technology
I eventually became proud of my strikeouts, because each one represented another learning experience.;Willie Stargell;experience
I do not regard advertising as entertainment or an art form, but as a medium of information.;David Ogilvy;art
They've been fairly positive, as firm as they could be in regards to the derivatives operations in Montreal. We didn't sense that there was a hesitation about it. But things change.;Jean Charest;positive
Ron Howard is as good a person as you could want to work with on film. He never lost his cool. He's the most easygoing, lovely man, but he's got this enormous intelligence and a wonderful humanity.;Christine Baranski;cool
These groups within a society can he distinguished according as to whether, like an army or an orchestra, they function as a single body or whether they are united merely to defend their common interests and otherwise function as separate individuals.;Herbert Read;society
You have a strange relationship with calamity when you're a writer: you write about it as an artist, you objectify and fetishize it. You render life into material, and that's a creepy thing to do.;Tony Kushner;relationship
Marriage is a series of desperate arguments people feel passionately about.;Katharine Hepburn;marriage
Yeah, romantic comedies are the hardest movies to make. Maybe one works a year.;Dylan McDermott;romantic
Because in the school of the Spirit man learns wisdom through humility, knowledge by forgetting, how to speak by silence, how to live by dying.;Johannes Tauler;learning
Look at Neil Diamond. Was he the cool guy? No, he was the housewives' guy. He didn't try to be what he wasn't. He just did what he did - made great music, was a good entertainer, nice-enough guy.;Michael Buble;cool
And God help Bruce Springsteen when they decide he's no longer God... They'll turn on him, and I hope he survives it.;John Lennon;god
I don't think we should be about the business of denying voters in Michigan and Florida the right to be heard.;Hillary Clinton;business
I'm open to play for anybody that would give me respect, treat me the right way, and actually going to make me feel comfortable.;Pedro Martinez;respect
Humanity has experienced many revolutionary changes over the course of history: revolutions in agriculture, in science, industrial production, as well as numerous political revolutions. But these have all been limited to the external aspects of our individual and collective lives.;Daisaku Ikeda;history
Poor people, people of color - especially are much more likely to be found in prison than in institutions of higher education.;Angela Davis;education
My best friend is the one who brings out the best in me.;Henry Ford;friendship
Who will tell whether one happy moment of love or the joy of breathing or walking on a bright morning and smelling the fresh air, is not worth all the suffering and effort which life implies.;Erich Fromm;love
I'm really not for famous people who design a line for a company, when you know it's not really them creating it but a team of designers, especially when there are so many talented people who've taken the time to go and study fashion.;Bonnie Wright;famous
When freedom does not have a purpose, when it does not wish to know anything about the rule of law engraved in the hearts of men and women, when it does not listen to the voice of conscience, it turns against humanity and society.;Pope John Paul II;freedom
Map out your future - but do it in pencil. The road ahead is as long as you make it. Make it worth the trip.;Jon Bon Jovi;future
When we cannot hope to win, it is an advantage to yield.;Quintilian;hope
The art of communication is the language of leadership.;James Humes;leadership
If God wanted us to bend over he'd put diamonds on the floor.;Joan Rivers;god
In Genesis, it says that it is not good for a man to be alone but sometimes it is a great relief.;John Barrymore;alone
I don't let it bother me too much if someone doesn't like me. I just figure there's no accounting for taste. It's not me, it's my acting. It's like if someone doesn't like someone's food, they just don't like my acting.;Anna Chlumsky;food
Sometimes dreams are wiser than waking.;Black Elk;dreams
Well, I think the great tragedy in American politics is what is legal, not what is illegal.;Jack Abramoff;legal
The time I spent thinking about how I was better than somebody else or worrying about somebody else's attitude was time I could put to better use.;Charley Pride;attitude
I'm very jealous of my daughter's education. She's been inspired by her teachers, and nobody inspired me as a teenager.;Jenny Eclair;education
Before we acquire great power we must acquire wisdom to use it well.;Ralph Waldo Emerson;great
I absolutely believe in the power of tithing and giving back. My own experience about all the blessings I've had in my life is that the more I give away, the more that comes back. That is the way life works, and that is the way energy works.;Ken Blanchard;power
I believe that imagination is stronger than knowledge. That myth is more potent than history. That dreams are more powerful than facts. That hope always triumphs over experience. That laughter is the only cure for grief. And I believe that love is stronger than death.;Robert Fulghum;history
Being successful at a very young age gave me the confidence and the capability to try out other things.;Joshua Lederberg;age
The world has changed - through technology, through wine-making techniques, the quality of wine is greater than it's ever been. Whereas ten, fifteen years ago it was very easy to find lots of bad wine, it's kind of hard now. The technology, the science - it's like, are you kidding? We're in the golden years of wine!;Gary Vaynerchuk;science
If I like a food, I'll eat it, even if I know it's not good for me.;Kim Kardashian;food
Black people dominate sports in the United States. 20% of the population and 90% of the final four.;Chris Rock;sports
I think 99 percent of women's lib comes from technology making different kinds of lives possible, and then the social adjustment follows the technology - it doesn't precede it.;Lois McMaster Bujold;technology
If listeners aren't carried away to Heaven, I'm failing.;La Monte Young;communication
Healthy children will not fear life if their elders have integrity enough not to fear death.;Erik H. Erikson;fear
Drawing is like making an expressive gesture with the advantage of permanence.;Henri Matisse;art
Love one another and help others to rise to the higher levels, simply by pouring out love. Love is infectious and the greatest healing energy.;Sai Baba;movingon
I think the institute of marriage is a noble thing. The idea of a partner for life is incredibly romantic. But now we're living to 100. A hundred years ago people were dying at age 37. Til death do us part was a much different deal.;Debra Messing;romantic
My coming to faith did not start with a leap but rather a series of staggers from what seemed like one safe place to another. Like lily pads, round and green, these places summoned and then held me up while I grew. Each prepared me for the next leaf on which I would land, and in this way I moved across the swamp of doubt and fear.;Anne Lamott;faith
Sad Patience, too near neighbour to despair.;Matthew Arnold;sad
A few years' experience will convince us that those things which at the time they happened we regarded as our greatest misfortunes have proved our greatest blessings.;George Mason;experience
It is clear that the pharmaceutical industry is not, by any stretch of the imagination, doing enough to ensure that the poor have access to adequate medical care.;Paul Farmer;imagination
I brought a lot of my own pieces of clothes to the design room when I first met with the design team just so they could see what my style was like.;Nastia Liukin;design
Do I ever think Gossip will be really massive in America? No, I don't think it'll happen - and that's fine. It's kind of nice because I get to experience everything at once. I get to come home and it not be weird, like in Paris or something. It is nice to be completely anonymous.;Beth Ditto;experience
I was the Chair of the first department of medical physics in a medical school in the U.S.;John Cameron;medical
Black history is American history.;Morgan Freeman;history
A fanatic is one who can't change his mind and won't change the subject.;Winston Churchill;change
Never doubt that a small group of thoughtful, committed citizens can change the world indeed, it's the only thing that ever has.;Margaret Mead;environmental
He who is not everyday conquering some fear has not learned the secret of life.;Ralph Waldo Emerson;life
When I get a little money I buy books and if any is left I buy food and clothes.;Desiderius Erasmus;food
I rely on guns for protection in life. God does not say, 'This is la-la land.' God doesn't say, 'Welcome to Earth. Everything's perfect. There's no crime. There's no murder. There's no death.' The world is imperfect, and you have to be on guard.;Luke Scott;death
Formal education will make you a living self-education will make you a fortune.;Jim Rohn;education
Knowing who the actors were as you were designing them helped, with Catherine's beauty and Renee's frailty, they directed me visually just by who they were.;Colleen Atwood;beauty
I think the government has to reposition environment on top of their national and international priorities.;Brian Mulroney;environmental
If you live through the initial stage of fame and get past it, and remember thats not who you are. If you live past that, then you have a hope of maybe learning how to spell the word artist.;Patrick Swayze;learning
Back in the days when the market was a kind of secular god and all the world thrilled to behold the amazing powers of private capital, the idea of privatizing highways and airports and other bits of our transportation infrastructure made a certain kind of sense.;Thomas Frank;amazing
Let us learn to appreciate there will be times when the trees will be bare, and look forward to the time when we may pick the fruit.;Anton Chekhov;time
For whatever be the knowledge which we are able to obtain of God, either by perception or reflection, we must of necessity believe that He is by many degrees far better than what we perceive Him to be.;Origen;knowledge
Sadness is a very interesting idea, this idea of sadness being some kind of default setting that artists will go into. And then I started thinking about this idea of sadness and happiness, and the idea that sadness is very loud, and happiness is quiet.;Glen Hansard;happiness
Well, I'm a libertarian conservative, so I believe in limited government/maximum individual freedom.;John Bolton;government
No matter how prepared you think you are for the death of a loved one, it still comes as a shock, and it still hurts very deeply.;Billy Graham;death
Life takes its path and sometimes there are people to blame. Of course there are bad people in this world. Good, bad, it happens unfortunately. But in a way I think if there was more focus on the good, more good would happen.;Andrea Corr;good
The most seductive thing about art is the personality of the artist himself.;Paul Cezanne;art
I like messing around, and I like working with artists who I respect.;Shia LaBeouf;respect
Christianity emerged from the religion of Israel. Or rather, it has as its background a persistent strain in that religion. To that strain Christians have looked back, and rightly, as the preparation in history for their faith.;Kenneth Scott Latourette;faith
But when you lose a family member or something tragic happens, that stays with you forever. You never get over it. Knowing that you have to deal with that for the rest of your life... Football is important, but not as important as you once thought it was.;Brett Favre;family
You know, I've always thought that it would be really funny if somebody made a romantic comedy where absolutely everything went well from beginning to end.;Fiona Apple;funny
Forgiveness is the answer to the child's dream of a miracle by which what is broken is made whole again, what is soiled is made clean again.;Dag Hammarskjold;forgiveness
If you have men who will only come if they know there is a good road, I don't want them. I want men who will come if there is no road at all.;David Livingstone;men
I was a total athlete. I loved sports, but when I realized I wasn't going to be a professional athlete, I realized I wanted to be in movies.;Seann William Scott;movies
I couldn't help but to think back to my classmates at Thomas Jefferson High School in San Antonio. They had the same talent, the same brains, the same dreams as the folks we sat with at Stanford and Harvard. I realized the difference wasn't one of intelligence or drive. The difference was opportunity.;Julian Castro;dreams
I had a career and I came to motherhood late and am not married and have never had such a trusting relationship with a man - and trust is where the real power of love comes from.;Diane Keaton;trust
I have some women friends but I prefer men. Don't trust women. There is a built-in competition between women.;Edna O'Brien;trust
We saw what happened in Jimmy Carter's administration. President Carter was a good man with the best of intentions. But he came to Washington without a good working relationship with Democratic members of Congress, which played a big part in his administration's problems.;Jim Hunt;relationship
Working hard is great, being lazy sometimes is great, but failed potential is the worst.;Campbell Scott;great
Almost all institutions own a lot more art than they can ever show, much of it revealing for its timeliness, genius, or sheer weirdness.;Jerry Saltz;art
Nothing good comes in life or athletics unless a lot of hard work has preceded the effort. Only temporary success is achieved by taking short cuts.;Roger Staubach;success
