I have the same attitude with work - I like to go to work, I like to work really hard I, like to give everything my all, I like to try things that are new, you know.;Rosie Huntington-Whiteley;attitude
I do enjoy reading some science fiction.;Colin Farrell;science
The megalomaniac differs from the narcissist by the fact that he wishes to be powerful rather than charming, and seeks to be feared rather than loved. To this type belong many lunatics and most of the great men of history.;Bertrand Russell;men
There's no such thing as soy milk. It's soy juice.;Lewis Black;funny
I did work at a mall in college - I think retail/customer service is just one of the most hideous jobs in the world. So I always try to be extra nice when I go into a store. But malls are part of our culture, if you watched any teen comedy in the '80s. it's clear that malls are where we live!;Jayma Mays;teen
I'm actually living my life with the material I choose to work with.;Ang Lee;work
Liberalism is an attitude rather than a set of dogmas - an attitude that insists upon questioning all plausible and self-evident propositions, seeking not to reject them but to find out what evidence there is to support them rather than their possible alternatives.;Morris Raphael Cohen;attitude
Some people think having large breasts makes a woman stupid. Actually, it's quite the opposite: a woman having large breasts makes men stupid.;Rita Rudner;men
There are 10-20 times more male comics than female comics it's something to do with the social structure of society.;Jo Brand;society
Be strong, believe in freedom and in God, love yourself, understand your sexuality, have a sense of humor, masturbate, don't judge people by their religion, color or sexual habits, love life and your family.;Madonna Ciccone;family
Many men owe the grandeur of their lives to their tremendous difficulties.;Charles Spurgeon;men
I don't want to tell President Obama how to make a speech. He's a much better speech maker than I am. But I think always to tell the truth in a sometimes blatant way, even though it might be temporarily unpopular, is the best approach.;Jimmy Carter;best
What lingers from the parent's individual past, unresolved or incomplete, often becomes part of her or his irrational parenting.;Virginia Satir;parenting
I auditioned for a solo in church and got it. I was about seven and I sang a song called, 'Jesus, I Heard You Had a Big House' and I remember people standing up at the end and me thinking, 'Oh, I think I'm going to like this.' That's how it all began. Sounds funny to say you got your start in church, but I did.;Kristin Chenoweth;funny
A sad soul can kill quicker than a germ.;John Steinbeck;sad
I come from pioneer stock, developers of the West, people who went out into the wilderness and set up home with nothing but a pair of oxen.;Joni Mitchell;home
Cooking is always very romantic!;Matthew Morrison;romantic
The time you spend alone with God will transform your character and increase your devotion. Then your integrity and godly behavior in an unbelieving world will make others long to know the Lord.;Charles Stanley;alone
I'd like to think that the actions we take today will allow others in the future to discover the wonders of landscapes we helped protect but never had the chance to enjoy ourselves.;Annie Leibovitz;future
For the things of this world cannot be made known without a knowledge of mathematics.;Roger Bacon;knowledge
Home is where you feel at home and are treated well.;Dalai Lama;home
As soon as men know that they can kill without fear of punishment or blame, they kill or at least they encourage killers with approving smiles.;Simone Weil;fear
There's a tremendous difference between alone and lonely. You could be lonely in a group of people. I like being alone. I like eating by myself. I go home at night and just watch a movie or hang out with my dog. I have to exert myself and really say, oh God, I've got to see my friends 'cause I'm too content being by myself.;Drew Barrymore;god
The test of the morality of a society is what it does for its children.;Dietrich Bonhoeffer;society
The point of departure of the process to which we wish to contribute is the fact that war is the natural reaction of human nature in the savage state, while peace is the result of acquired characteristics.;Elihu Root;peace
I assume we will have figured out a way to efficiently utilize solar energy and tied that to an efficient way to use nuclear energy in such a way that it doesn't pose a serious environmental issue.;John Hickenlooper;environmental
You can be in Tokyo or Alberta at four in the morning in your hotel and you can still practice if you feel like it. A trombone cannot do that at four in the morning.;Toots Thielemans;morning
Anger is implanted in us as sort of sting, to make us gnash with our teeth against the devil, to make us vehement against him, not to set us in array against each other.;Richard Savage;anger
Wherever there is a design that is highly successful in a broad range of similar environments, it is apt to emerge again and again, independently - the phenomenon known in biology as convergent evolution. I call these designs 'good tricks.';Daniel Dennett;design
I like fantasy. I like horror, science fiction because I can get avant-garde with those performances in those movies.;Nicolas Cage;movies
Money speaks, but it speaks with a male voice.;Andrea Dworkin;money
All the legal action I've taken against newspapers has had a massively positive effect on my life and achieved exactly what I wanted, which is privacy and non-harassment.;Sienna Miller;positive
When I was growing up in Mississippi - it was good Southern food... but I also grew up with a Greek family when other kids were eating fried okra, we were eating steamed artichokes. So I think it played a big part in my healthy cooking.;Cat Cora;food
Lessons of wisdom have the most power over us when they capture the heart through the groundwork of a story, which engages the passions.;Laurence Sterne;power
I have to admit that when I watch a movie in which there is no moral context for the violence - I find that offensive. I think that's potentially damaging to society.;Dean Koontz;society
Lately I did a film called All I Want for Christmas and it was well received. This gave me a new point of view and a new respect for my work as an actress.;Sarah Polley;christmas
Well, if Fortune be a woman, she's a good wench for this gear.;William Shakespeare;good
Our family was too strange and weird for even Santa Claus to come visit... Santa, who was jolly - but, let's face it, he was also very judgmental.;Julia Sweeney;family
I've always been homeschooled, so doing it on set is kind of the same thing. My mom makes it very interactive - we'll get a book on chocolate and learn how to make it, or she will buy antique items. I love military history, the mechanics and strategy of it.;Atticus Shaffer;mom
Once I accomplish one thing and I'm satisfied, I try something else. I may be 50 and doing something totally outside of music and acting. Maybe I'll become a kindergarten teacher.;Kid Cudi;teacher
The people of Liberia know what it means to be deprived of clean water, but we also know what it means to see our children to begin to smile again with a restoration of hope and faith in the future.;Ellen Johnson Sirleaf;smile
In West Virginia, the most vulnerable people we have are people who get up every morning and go to work.;Joe Manchin;morning
You do the right thing even if it makes you feel bad. The purpose of life is not to be happy but to be worthy of happiness.;Tracy Kidder;happiness
Those who visit foreign nations, but associate only with their own country-men, change their climate, but not their customs. They see new meridians, but the same men and with heads as empty as their pockets, return home with traveled bodies, but untravelled minds.;Charles Caleb Colton;change
I love costumes. I love getting dressed up because it really helps my imagination make the leap to believe that I am who I say I am.;Alessandro Nivola;imagination
Happiness is having a large, loving, caring, close-knit family in another city.;George Burns;family
My mom and dad met at UCLA when he as a captain in the Air Force and she was in her junior year.;Tracy Austin;mom
When I was doing ensemble theater and comedy work, I felt I had some talents. But when I started doing my shows in Berkeley and found that I could be funny on my own, I was shocked.;Whoopi Goldberg;funny
How many a man has thrown up his hands at a time when a little more effort, a little more patience would have achieved success.;Elbert Hubbard;success
He taught me housekeeping when I divorce I keep the house.;Zsa Zsa Gabor;funny
I like starting. It's pretty cool.;Al Leiter;cool
Few women, I fear, have had such reason as I have to think the long sad years of youth were worth living for the sake of middle age.;Dwight D. Eisenhower;fear
Love. Fall in love and stay in love. Write only what you love, and love what you write. The key word is love. You have to get up in the morning and write something you love, something to live for.;Ray Bradbury;morning
It is easy for Christians to have the false impression that once we have established a relationship with Christ, which we believe sets us right with God, the problems of life will somehow scoot away or they will slowly be removed from our lives.;Charles R. Swindoll;relationship
I loved climbing because of the freedom, and having time and space. I remember coming off Everest for the last time, thinking of Dad and wishing that he could have seen what I saw. He would have loved it.;Bear Grylls;dad
I always found the extraordinary loss of life in the First World War very moving. I remember learning about it as a very young child, as an eight- or nine-year-old, asking my teachers what poppies were for. Every year the teachers would suddenly wear these red paper flowers in their lapels, and I would say 'What does that mean?';Tom Hiddleston;learning
Do what you love and the money will follow.;Marsha Sinetar;money
The main reason for the failure of the modern medical science is that it is dealing with results and not causes. Nothing more than the patching up of those attacked and the burying of those who are slain, without a thought being given to the real strong hold.;Edward Bach;medical
The length of a film should be directly related to the endurance of the human bladder.;Alfred Hitchcock;movies
I do not consider divorce an evil by any means. It is just as much a refuge for women married to brutal men as Canada was to the slaves of brutal masters.;Susan B. Anthony;men
You must not fear death, my lads defy him, and you drive him into the enemy's ranks.;Napoleon Bonaparte;fear
I hate to play the I-live-in-the-country card, but it really takes all of the 'pack the kids into the car and run from here to there' out of the equation.;Ree Drummond;car
Affirmative action has a negative effect on our society when it means counting us like so many beans and dividing us into separate piles.;John Kasich;society
America's fighting men and women sacrifice much to ensure that our great nation stays free. We owe a debt of gratitude to the soldiers that have paid the ultimate price for this cause, as well as for those who are blessed enough to return from the battlefield unscathed.;Allen Boyd;great
Studies have shown that inmate participation in education, vocational and job training, prison work skills development, drug abuse, mental health and other treatment programs, all reduce recidivism, significantly.;Bobby Scott;education
I would wish for any one of my colleagues to have the experience of working with Martin Scorsese once in their lifetime.;Daniel Day-Lewis;experience
To have the chance to see your music be elevated and to have almost universally positive response to that music, makes me feel better every day. I feel more confident and inspired, and that's fun.;John Legend;positive
Comedy was why I got into acting the first place. Peter Sellers was a huge influence on my wanting to act. I grew up with him and found him hysterical. The Pink Panther films were an inspiration, from my earliest childhood days, when I was watching them with my brother and my dad.;Sally Hawkins;dad
By the Obama administration's reasoning, it would be constitutionally permissible to make Americans purchase nearly any product (broccoli, gym membership) that improved their health and thereby contributed to lower health-care costs.;John Cornyn;health
The secret of learning to be sick is this: Illness doesn't make you less of what you were. You are still you.;Tony Snow;learning
My relationship with my mom is really the single most profound relationship that I've ever had in my life.;Mindy Kaling;mom
If somebody has a chance to put my food in their mouth, that tells the story.;Emeril Lagasse;food
I look forward to the future - and going into the studio to make new music.;Diana Ross;future
When a man assumes a public trust he should consider himself a public property.;Thomas Jefferson;trust
I love cats because I enjoy my home and little by little, they become its visible soul.;Jean Cocteau;love
Acting allows me the freedom to let go, to be in the moment, to be spontaneous. I no longer have the fear of losing, of failure.;Cathy Rigby;failure
It is in the character of very few men to honor without envy a friend who has prospered.;Aeschylus;men
One of the essential elements of government responsibility is to communicate effectively to the American people, especially in time of a potential terrorist attack or a natural disaster.;Vito Fossella;government
I have long enjoyed the friendship and companionship of Republicans because I am by instinct a teacher, and I would like to teach them something.;Woodrow Wilson;teacher
Art is vice. You don't marry it legitimately, you rape it.;Edgar Degas;art
Prayer is mans greatest power!;W. Clement Stone;power
I'm essentially a momma's boy with a good education.;Tom Sizemore;education
What's weird is that I work with these directors and then I start channeling them. I kind of turn into them a bit - which is cool when you're working with Clint Eastwood.;Jamie Bell;cool
I grew up in this town, my poetry was born between the hill and the river, it took its voice from the rain, and like the timber, it steeped itself in the forests.;Pablo Neruda;poetry
I would argue that we have a generation of young people, particularly minorities, who are no longer putting up with the kinds of things their parents put up with. They're much more self-confident. It's no longer acceptable to make fun of people because of race or sex. But it has always been present in American society.;Donna Shalala;society
Peace has to be created, in order to be maintained. It will never be achieved by passivity and quietism.;Dorothy Thompson;peace
It is the nature of every person to error, but only the fool perseveres in error.;Marcus Tullius Cicero;nature
I am drawn to women who are independent and creative, which is problematic because it's a struggle, a competition of careers. There's jealousy.;Marilyn Manson;women
If you're going through friendship issues, I would say, first of all take a step back. How important is the friendship to you? Sometimes, if someone's not being a good friend to you and isn't treating you the way you should be treated, then you kind of have to move on sometimes.;Victoria Justice;friendship
I now bid farewell to the country of my birth - of my passions - of my death a country whose misfortunes have invoked my sympathies - whose factions I sought to quell - whose intelligence I prompted to a lofty aim - whose freedom has been my fatal dream.;Thomas Francis Meagher;freedom
We all feel really blessed to have been with my dad for these 85 years.;Beau Bridges;dad
Faith is an oasis in the heart which will never be reached by the caravan of thinking.;Khalil Gibran;faith
Singing is my passion and I always wanted to travel the country.;Thia Megia;travel
Owning a home is a keystone of wealth - both financial affluence and emotional security.;Suze Orman;finance
He who seeks rest finds boredom. He who seeks work finds rest.;Dylan Thomas;work
No part of the education of a politician is more indispensable than the fighting of elections.;Winston Churchill;education
I know what Germans are. They are a funny people. They are always choosing someone to lead them in a direction which they do not want to go.;Gertrude Stein;funny
My parents divorced when I was young but I was brought up in two really loving households. I didn't have a contentious relationship with my mom or dad.;Matt Damon;mom
My philosophy is: It's none of my business what people say of me and think of me.;Anthony Hopkins;business
One science only will one genius fit so vast is art, so narrow human wit.;Alexander Pope;art
Victory is everything. You can spend the money but you can never spend the memories.;Ken Venturi;money
When leaders take back power, when they act as heroes and saviors, they end up exhausted, overwhelmed, and deeply stressed.;Margaret J. Wheatley;power
I'm a great believer that any tool that enhances communication has profound effects in terms of how people can learn from each other, and how they can achieve the kind of freedoms that they're interested in.;Bill Gates;great
Just in terms of allocation of time resources, religion is not very efficient. There's a lot more I could be doing on a Sunday morning.;Bill Gates;time
Perhaps we don't need these religious concoctions to pillow the fear of death. Just the fact that there is an unknown, and something greater, can bring a feeling of peace. That's enough for me.;Brad Pitt;peace
My country is the world, and my religion is to do good.;Thomas Paine;religion
For me, pointing and clicking my phone is absolutely fine. People say that isn't the art of photography but I don't agree.;Annie Lennox;art
One of the things that's great about New York is that it is not a one-industry town. It has education, academia, the service industry, arts, publishing, theater, politics, fashion, finance, as well as movie-making.;Sarah Jessica Parker;politics
We no longer dare to believe in beauty and we make of it a mere appearance in order the more easily to dispose of it.;Hans Urs von Balthasar;beauty
People are so busy dreaming the American Dream, fantasizing about what they could be or have a right to be, that they're all asleep at the switch. Consequently we are living in the Age of Human Error.;Florence King;dreams
There is only one kind of love, but there are a thousand imitations.;Francois de La Rochefoucauld;love
The soul is everlasting, and its learning experience is lifetime after lifetime.;Shirley MacLaine;learning
Lesson from Pataki's success is: Use the political moment.;Andrew Cuomo;success
An Army is a collection of armed men obliged to obey one man. Every change in the rules which impairs the principle weakens the army.;William Tecumseh Sherman;change
The said truth is that it is the greatest happiness of the greatest number that is the measure of right and wrong.;Jeremy Bentham;happiness
Millions of young Americans have graduated from college during the Obama presidency, ready to use their gifts and get moving in life. Half of them can't find the work they studied for, or any work at all. So here's the question: Without a change in leadership, why would the next four years be any different from the last four years?;Paul Ryan;change
I'm a scientist, not a theologian. I don't know if there is a God or not. Religion requires certainty. Revere and respect Gaia. Have trust in Gaia. But not faith.;James Lovelock;respect
I am more and more convinced that our happiness or our unhappiness depends far more on the way we meet the events of life than on the nature of those events themselves.;Wilhelm von Humboldt;happiness
Love conquers all things except poverty and toothache.;Mae West;love
One has only as much morality as one has philosophy and poetry.;Karl Wilhelm Friedrich Schlegel;poetry
I could see myself in a relationship with a girl Olivia Wilde is so sexy she makes me want to strangle a mountain ox with my bare hands. She's mesmerizing.;Megan Fox;relationship
Yet, it ought to be obvious that good music generally occupies a higher plane that mere politics. Great writers can express moods through melody and capture experiences we share most powerfully - love, lust, longing joy, rage, fear triumph, yearning and confusion.;Tony Snow;fear
I have never described the time I was in Doctor Who as anything except a kind of ecstatic success, but all the rest has been rather a muddle and a disappointment. Compared to Doctor Who, it has been an outrageous failure really - it's so boring.;Tom Baker;failure
As crucial as religion has been and is to the life of the nation, America's unifying force has never been a specific faith, but a commitment to freedom - not least freedom of conscience.;Jon Meacham;freedom
All people desire what they believe will make them happy. If a person is not full of desire for God, we can only conclude that he is engaged with another happiness.;William Law;happiness
Everyone goes to the same exhibitions and the same parties, stays in the same handful of hotels, eats at the same no-star restaurants, and has almost the same opinions. I adore the art world, but this is copycat behavior in a sphere that prides itself on independent thinking.;Jerry Saltz;art
Everyone here has the sense that right now is one of those moments when we are influencing the future.;Steve Jobs;future
This is one of the miracles of love: It gives a power of seeing through its own enchantments and yet not being disenchanted.;C. S. Lewis;power
Best of all is it to preserve everything in a pure, still heart, and let there be for every pulse a thanksgiving, and for every breath a song.;Konrad von Gesner;best
Think about all the great leaders. Think about Obama. Think about Clinton. Think about Nelson Mandela. Think about all the people that we know who are very successful in business, in politics and religion. What are they? They tell purposeful stories. They move people to action by aiming at the heart.;Peter Guber;religion
Almost all first ladies have had tremendous power on personnel issues, whether the public realized it or not, whether it was Barbara Bush or Nancy Reagan or whoever.;Dee Dee Myers;power
Practice means to perform, over and over again in the face of all obstacles, some act of vision, of faith, of desire. Practice is a means of inviting the perfection desired.;Martha Graham;faith
There are so many things a large intelligence espionage organization can do to justify its existence, that people can get promotions for, because it could result in results.;Aldrich Ames;intelligence
Poetry is a beautiful way of spoiling prose, and the laborious art of exchanging plain sense for harmony.;Horace Walpole;poetry
Death obsesses me, yes it does. I can't really understand why it doesn't obsess everyone - I think it does really, I'm just a little more out about it.;J. K. Rowling;death
When Communist U.S.S.R. was a superpower, the world was better off. The right-wing media is trying to marginalize the peace movement.;Janeane Garofalo;peace
The huge problem in our society is the enormous ignorance of the ideas that underlie modern art.;Thom Mayne;society
There are characters in movies who I call 'film characters.' They don't exist in real life. They exist to play out a scenario. They can be in fantastic films, but they are not real characters what happens to them is not lifelike.;Philip Seymour Hoffman;movies
As people do better, they start voting like Republicans - unless they have too much education and vote Democratic, which proves there can be too much of a good thing.;Karl Rove;education
Between men and women there is no friendship possible. There is passion, enmity, worship, love, but no friendship.;Oscar Wilde;women
I don't care about money.;Lady Gaga;money
Everything revolves around the music when it comes to Tool.;Maynard James Keenan;music
I shall not grow conservative with age.;Elizabeth Cady Stanton;age
Money and time are the heaviest burdens of life, and... the unhappiest of all mortals are those who have more of either than they know how to use.;Samuel Johnson;money
The truth is I love being alive. And I love feeling free. So if I can't have those things then I feel like a caged animal and I'd rather not be in a cage. I'd rather be dead. And it's real simple. And I think it's not that uncommon.;Angelina Jolie;truth
They view massive immigration as a massive infusion of potential voters for the Democratic Party, and therefore will do nothing, absolutely nothing to stop that flow of legal or illegal entrance into the country.;Tom Tancredo;legal
Look, I hate to sound like Pollyanna, but I literally can't wait to get to work in the morning. I've got steady jobs, I've got my health, and I'm here in the greatest city in the world. I'd be a pig not to be grateful.;Christopher Meloni;health
Gay marriage is going to happen. It must.;Lady Gaga;marriage
I took my courage in both hands and went to the Laundromat to do my washing. I had to use three machines.;Julie Doucet;courage
You have a political and media elite who have an idiom by which they describe politics. It's highly, highly polarised. It's right, left, red, blue, up, down, victorious, crushed.;Nick Clegg;politics
I've been writing a lot, I've a few projects I'm trying to finance, I do some acting, I do some directing... Apart from that, if I could get lower that a ten handicap on my golf game I'd be thrilled.;Paul M. Glaser;finance
One of them, for example, which will probably haunt me more than any other is the problem of communication.;Georges Simenon;communication
What the Founding Fathers created in the Constitution is the most magnificent government on the face of the Earth, and the reason is this: because it was intended to preserve the American society and the American spirit, not to transform it or destroy it.;Mark Levin;society
Life is the power that's greater than I can ever comprehend. The way life runs through everything, even the tiniest elements of nature - that makes me humble.;Michael J. Fox;power
At 3 years old, I was imitating and doing fun little commercials for the family. Then at 5, I knew, 'OK, this is something I really like.' At 8, I was crying in front of the mirror and my mom was like, 'Oh boy, here we go. We know what she's going to do.';Lana Parrilla;mom
Movies these days have made killers into funny people. What's that all about? I've got kids and family and friends, and I don't like bad things. I don't think they're funny, and it's irresponsible to make movies that don't show you how that's not good.;Billy Bob Thornton;funny
I drink too much. The last time I gave a urine sample it had an olive in it.;Rodney Dangerfield;time
President Obama believes in a country where we invest in education, in roads and bridges, in science, and in the future so we can create new opportunities so the next kid can make it big and the kid afer that and the kid after that, that's what President Obama believes.;Elizabeth Warren;education
My mom, the fabulous Bertie Kinsey, is an amazing seamstress. She quilts and sews and is so crafty. We call her the Southern Martha Stewart!;Angela Kinsey;amazing
I will do my best. That is all I can do. I ask for your help - and God's.;Lyndon B. Johnson;best
War is not merely a political act but a real political instrument, a continuation of political intercourse, a carrying out of the same by other means.;Karl Von Clausewitz;war
More than fantasy or even science fiction, Ray Bradbury wrote horror, and like so many great horror writers he was himself utterly without fear, of anything. He wasn't afraid of looking uncool - he wasn't scared to openly love innocence, or to be optimistic, or to write sentimentally when he felt that way.;Lev Grossman;science
I've done a lot of albums and I kinda know when I'm onto something that was inspirational for me to record and create, and this was one of those projects where I really enjoyed making the album.;Lee Ritenour;inspirational
Beware the barrenness of a busy life.;Socrates;life
The only thing I hope I did was never put in question my love for the game, or my passion to be counted on when it mattered most.;Curt Schilling;hope
I've always been a big fan of science fiction and of the worlds of the spiritual and the mystic.;Dan Aykroyd;science
I love to take risks, I love to travel, and I'm very outdoor-sy, so any girl who can pick up a football and throw a spiral will definitely catch my attention.;Kellan Lutz;travel
Since the dawn of time, traditional marriage - the union between one man and one woman - has been the building block of civilization, and at no point in our nation's history has that foundation been under more severe attack than now.;Jim DeMint;history
You control your future, your destiny. What you think about comes about. By recording your dreams and goals on paper, you set in motion the process of becoming the person you most want to be. Put your future in good hands - your own.;Mark Victor Hansen;dreams
A teacher enlarges people in all sorts of ways besides just his subject matter.;Wallace Stegner;teacher
I couldn't beat people with my strength I don't have a hard shot I'm not the quickest skater in the league. My eyes and my mind have to do most of the work.;Wayne Gretzky;strength
Imagination... its limits are only those of the mind itself.;Rod Serling;imagination
My life isn't that dramatic. My dad really loves me, he just can't talk on the phone. He's too crippled and shy, and that's almost harder. He's there and he loves me, and I try and try and try, it's just impossible to have a relationship.;Joey Lauren Adams;relationship
I have such happy memories of performing in a choir and I don't think I'd have got where I am today without all that experience. So my advice to young singers is to either join your school or church's choir or find one in your local area. Choral music at any level teaches you so much about musicianship and blending your voice.;Katherine Jenkins;music
We need men with moral courage to speak and write their real thoughts, and to stand by their convictions, even to the very death.;Robert Green Ingersoll;men
But I dare not think too far into the future on the risk that I'll miss the present.;Colin Farrell;future
In the sports arena I would say there is nothing like training and preparation. You have to train your mind as much as your body.;Venus Williams;sports
But the issue is not only life and death but our existence before God and our being judged by him. All of us were sinners before him and worthy of condemnation.;Hans Urs von Balthasar;death
Am I coasting on some early success? Yeah. It was a good lucky break for me. But I would rather earn my way back again than simply conform to what people are expecting.;Liz Phair;success
My dad and I played music. He teaches me a song or two every time I'm home.;Levon Helm;dad
Our whole constitutional heritage rebels at the thought of giving government the power to control men's minds.;Thurgood Marshall;politics
I'm either going to go completely mental, completely bankrupt, or have the best success of my life.;Katy Perry;best
We had no electricity, no gas. Food was probably our greatest entertainment - the most fun thing that we could do was food.;Paul Prudhomme;food
Love and desire are the spirit's wings to great deeds.;Johann Wolfgang von Goethe;inspirational
I would go to bed every night and have dreams about having a time machine and somehow I'd have the ability to move through time and space freely, and save Anne Frank.;Jeff Mangum;dreams
Dogs are my favorite people.;Richard Dean Anderson;pet
I remember my dad working with me on breaking down my script and writing out a back story for my character and all that stuff.;Jason Bateman;dad
When you are young and healthy, it never occurs to you that in a single second your whole life could change.;Annette Funicello;health
I certainly did feel inferior. Because of class. Because of strength. Because of height. I guess if I'd been able to hit somebody in the nose, I wouldn't have been a comic.;Dudley Moore;strength
Since obscenity is the truth of our passion today, it is the only stuff of art - or almost the only stuff.;David Herbert Lawrence;art
When I entered medical physics in 1958 there were fewer than 100 in the U.S. and I could see many opportunities to apply my knowledge of nuclear physics.;John Cameron;knowledge
I want to state upfront, unequivocally and without doubt: I do not believe that any racial, ethnic or gender group has an advantage in sound judging. I do believe that every person has an equal opportunity to be a good and wise judge, regardless of their background or life experiences.;Sonia Sotomayor;good
Everybody's entitled to think whatever they want and to express that, but my personal day-to-day experience does not come into contact with any of those people.;Amy Grant;experience
The vote is a trust more delicate than any other, for it involves not just the interests of the voter, but his life, honor and future as well.;Jose Marti;trust
I am a hopeless romantic and I love to spoil my girlfriends.;Orlando Bloom;romantic
We are punished by our sins, not for them.;Elbert Hubbard;religion
Decide very early on: do you want to be an actor or do you want to be famous? Because they're very different routes.;James Purefoy;famous
A bland smile is like a green light at an intersection, it feels good when you get one, but you forget it the moment you're past it.;Doug Coupland;smile
Australia is so cool that it's hard to even know where to start describing it. The beaches are beautiful so is the weather. Not too crowded. Great food, great music, really nice people. It must be a lot like Los Angeles was many years ago.;Mary-Kate Olsen;music
That's the thing about interviews, at some point you're going to change your mind. But it's there forever and you can't escape it.;Martha Plimpton;change
He will easily be content and at peace, whose conscience is pure.;Thomas a Kempis;peace
It seems as if an age of genius must be succeeded by an age of endeavour riot and extravagance by cleanliness and hard work.;Virginia Woolf;age
It's funny. You succeed, but now where are you gonna go from there? I've got to keep proving that I can laugh or cry more real each time.;Jeff Bridges;funny
I am thankful the most important key in history was invented. It's not the key to your house, your car, your boat, your safety deposit box, your bike lock or your private community. It's the key to order, sanity, and peace of mind. The key is 'Delete.';Elayne Boosler;computers
Because I've made a film with such an amazing director as Tarantino, I'm much more conscious of working with good directors from now on, so that's what's important to me. I don't really care about making a big movie - I just want to make good ones.;Melanie Laurent;amazing
In life, as in art, the beautiful moves in curves.;Edward G. Bulwer-Lytton;art
I have an all-Japanese design team, and none of them speak English. So it's often funny and surprising how my ideas end up lost in translation.;Pharrell Williams;funny
Run for your life from any man who tells you that money is evil. That sentence is the leper's bell of an approaching looter.;Ayn Rand;money
And I pray thee, loving Jesus, that as Thou hast graciously given me to drink in with delight the words of Thy knowledge, so Thou wouldst mercifully grant me to attain one day to Thee, the fountain of all wisdom and to appear forever before Thy face.;Venerable Bede;knowledge
Faith is different from proof the latter is human, the former is a Gift from God.;Blaise Pascal;faith
Moral science is better occupied when treating of friendship than of justice.;Thomas Aquinas;friendship
There is nothing either good or bad but thinking makes it so.;William Shakespeare;good
Food is fuel and not a solution to anything other than giving your body nutrients. I love chocolate like the next girl, but it's not going to change my situation.;Gabrielle Reece;food
