There is a spirit and a need and a man at the beginning of every great human advance. Every one of these must be right for that particular moment of history, or nothing happens.;Coretta Scott King;history
You believe happiness to be derived from the place in which once you have been happy, but in truth it is centered in ourselves.;Franz Schubert;happiness
My humanitarian work evolved from being with my family. My mom, my dad, they really set a great example for giving back. My mom was a nurse, my dad was a school teacher. But my mom did a lot of things for geriatrics and elderly people. She would do home visits for free.;Cat Cora;teacher
There are some women whose pregnancy would make some sly bachelor smile.;Honore de Balzac;smile
In the end, it's not the years in your life that count. It's the life in your years.;Abraham Lincoln;life
What I've enjoyed most, though, is meeting people who have a real interest in food and sharing ideas with them. Good food is a global thing and I find that there is always something new and amazing to learn - I love it!;Jamie Oliver;amazing
Poetry asks people to have values, form opinions, care about some other part of experience besides making money and being successful on the job.;Toi Derricotte;poetry
As I've gotten older, I've gotten more liberal, and my father is increasingly conservative. It's so shocking to me because I always thought we had the same politics. The day I realized we voted for different presidents, I practically fell out of my chair.;Lauren Graham;politics
What we now call 'finance' is, I hold, an intellectual perversion of what began as warm human love.;Robert Graves;finance
The only thing I would unequivocally say is that I have never had any interest in romantic comedy I just couldn't do it. I think I'd be terrible.;Christian Bale;romantic
War is cruelty, and none can make it gentle.;Gilbert Parker;war
Now, everybody, I suppose, is aware that in recent years the silly business of divination by dreams has ceased to be a joke and has become a very serious science.;Arthur Machen;dreams
Hold fast to dreams, for if dreams die, life is a broken-winged bird that cannot fly.;Langston Hughes;life
Italy has piled up huge public debt because the successive governments were too close to the life of ordinary citizens, too willing to please the requests of everybody, thereby acting against the interests of future generations.;Mario Monti;future
I want our government to encourage and protect freedom as well as our traditions of faith and family.;Jesse Helms;faith
The future is not Big Government. Self-serving politicians. Powerful bureaucrats. This has been tried, tested throughout history. The result has always been disaster. President Obama, your agenda is not new. It's not change, and it's not hope.;Rush Limbaugh;hope
A strong argument for the religion of Christ is this - that offences against Charity are about the only ones which men on their death-beds can be made - not to understand - but to feel - as crime.;Edgar Allan Poe;religion
Man's true nature being lost, everything becomes his nature as, his true good being lost, everything becomes his good.;Blaise Pascal;nature
I've never followed a vegan or vegetarian diet in the past, but I think I could do it. It would not be easy. I have worked with nutritionists who have said a vegan diet is not necessarily all positive for your health, because you need nutrients you only find in meats. I believe in a balanced diet.;Joel Robuchon;positive
I love a lot of things, and I'm pretty much obsessive about most things I do, whether it be gardening, or architecture, or music. I'd be an obsessive hairdresser.;Gates McFadden;gardening
Stabilizing the euro is one thing, healing the culture that surrounds it is another. A world in which material values are everything and spiritual values nothing is neither a stable state nor a good society. The time has come for us to recover the Judeo-Christian ethic of human dignity in the image of God.;Jonathan Sacks;society
In everyone's life, at some time, our inner fire goes out. It is then burst into flame by an encounter with another human being. We should all be thankful for those people who rekindle the inner spirit.;Albert Schweitzer;friendship
Someday perhaps change will occur when times are ready for it instead of always when it is too late. Someday change will be accepted as life itself.;Shirley MacLaine;change
There are some people who have stayed with us our whole career, which is pretty cool too.;Mike McCready;cool
