What nourishes us at home and in school is what inspires us. When we get awareness and learn about the great potential that we all human beings have, we are able to discover our leadership.;Vicente Fox;leadership
Perhaps travel cannot prevent bigotry, but by demonstrating that all peoples cry, laugh, eat, worry, and die, it can introduce the idea that if we try and understand each other, we may even become friends.;Maya Angelou;travel
I would say that IQ is the strongest predictor of which field you can get into and hold a job in, whether you can be an accountant, lawyer or nurse, for example.;Daniel Goleman;legal
My mother had to send me to the movies with my birth certificate, so that I wouldn't have to pay the extra fifty cents that the adults had to pay.;Kareem Abdul-Jabbar;movies
There's something brave and touching about game girls of all ages keeping themselves smart in hard times - one thinks of those wonderful women during World War II drawing stocking seams in eyebrow pencil up the back of legs stained with gravy browning because nylons were so hard to get hold of.;Julie Burchill;war
Education is what most receive, many pass on, and few possess.;Karl Kraus;education
We are living in the excesses of freedom. Just take a look at 42nd Street and Broadway.;Will Durant;freedom
If the white man wants to live in peace with the Indian he can live in peace.;Chief Joseph;peace
People praise virtue, but they hate it, they run away from it. It freezes you to death, and in this world you've got to keep your feet warm.;Denis Diderot;death
Never advise anyone to go to war or to get married. Write down the advice of him who loves you, though you like it not at present. He that has no children brings them up well.;Germaine Greer;war
I'm a Hollywood writer, so I put on my sports jacket and take off my brain.;Ben Hecht;sports
Let us banish fear.;Carter G. Woodson;fear
I've been giving free money seminars for the troops at Walter Reed Hospital and one of the Iraqi War Vets realized that the military wouldn't pay for the dental work he needed.;Matthew Lesko;war
I wasn't a financial pro, and I paid the price.;Ruth Handler;finance
I've always believed fitness is an entry point to help you build that happier, healthier life. When your health is strong, you're capable of taking risks. You'll feel more confident to ask for the promotion. You'll have more energy to be a better mom. You'll feel more deserving of love.;Jillian Michaels;mom
It's best to have failure happen early in life. It wakes up the Phoenix bird in you so you rise from the ashes.;Anne Baxter;best
There is no better than adversity. Every defeat, every heartbreak, every loss, contains its own seed, its own lesson on how to improve your performance the next time.;Malcolm X;time
It's not beauty but fine qualities, my girl, that keep a husband.;Euripides;beauty
Travel aesthetics should be just as comfortable and practical as they are fashionable.;Miguel Jontel Pimentel;travel
Since I was a boy, from this house, I was out rescuing crocodiles and snakes. My mum and dad were very passionate about that and, I was lucky enough to go along.;Steve Irwin;dad
I would like to raise my glass to friendship between Russia and the United States.;Richard Lugar;friendship
The Obama administration now has regulations that tells them that they can no longer promote marriage to these young girls. They can no longer promote marriage as a way of avoiding poverty and bad choices that they make in their life. They can no longer even teach abstinence education. They have to be neutral with respect to how people behave.;Rick Santorum;marriage
Most of my relationships have been like that - with record companies. I've never had a legitimate business relationship with a company. I've always had a personal relationship with someone in the company.;Ornette Coleman;relationship
Another factor is the decision, made in 1976, to sharply divide the FBI and the foreign intelligence agencies. The FBI would collect within the United States the foreign intelligence agencies would collect overseas.;Bobby Ray Inman;intelligence
Know then this truth, enough for man to know virtue alone is happiness below.;Alexander Pope;truth
San Francisco businesses face many challenges, including high rents, regulatory burdens, and the rising cost of workers compensation insurance and employee health plans.;Gavin Newsom;health
The strange thing about Africa is how past, present and future come together in a kind of rough jazz, if you like.;Ben Okri;future
We went with the St. Lawrence Experience, which is run by Joe Babbitt, who is a close friend now. We went out there for 10 days and we had the best week of our lives, and we've been going back since. We've been back three times now.;Tom Felton;experience
You have to go broke three times to learn how to make a living.;Casey Stengel;money
You have to have fear to take risks - and I want to at least try.;Seann William Scott;fear
The personal life deeply lived always expands into truths beyond itself.;Anais Nin;life
There were certain questions about the foundations of morals that advances in science all threaten to make more complicated.;Leon Kass;science
Ecclesiasticism in science is only unfaithfulness to truth.;Thomas Huxley;science
I have not failed. I've just found 10,000 ways that won't work.;Thomas A. Edison;work
There is so much potential out there in young people and they aren't getting the right information or being encouraged in the right ways. This is our duty as a society.;Benjamin Carson;society
If we can reduce the cost and improve the quality of medical technology through advances in nanotechnology, we can more widely address the medical conditions that are prevalent and reduce the level of human suffering.;Ralph Merkle;medical
You'd think that in this age, especially in the 21st century - especially with all the technology and all the discoveries that we've made - that we would figure out how to tackle abuse.;Tori Amos;age
We must think differently, look at things in a different way. Peace requires a world of new concepts, new definitions.;Yitzhak Rabin;peace
The more you are in this business, the more humbled by it you become.;Meryl Streep;business
I would prefer a public option that would be a competitive option that would allow people to buy into a Federal Employee Health Benefits Program, which is a series of private plans.;Amy Klobuchar;health
I know it sounds new age-y, but what I've truly come up with is that you really need to trust that you're on your own path, as long as you stay true to it and you show up, which is 99% of it.;Jane Lynch;trust
I could speak Spanish fluently growing up, but I'm so out of practice, and I have such a tremendous respect for songwriting in the Spanish language.;Miguel Jontel Pimentel;respect
After I set out to refute Christianity intellectually and couldn't, I came to the conclusion the Bible was true and Jesus Christ was God's Son.;Josh McDowell;god
I don't mind not being cool.;Chris Martin;cool
I'm sure I am impatient sometimes. I sure do get angry sometimes. I think it's outrageous how hard it is to get this country to feed its children and to take care of its children, to give them a decent education.;Marian Wright Edelman;education
People always think that if you eat anything as a model, it's amazing. I used to tease them and say, you know I'm going to throw up afterwards.;Christy Turlington;amazing
I was brought up by very witty people who were dealing with quite difficult things: disease and death... I was brought up by people who tended to giggle at funerals.;Emma Thompson;death
I was the guy who was constantly speaking out against the Vietnam War. I have no regrets about that.;George McGovern;war
The first glass is for myself, the second for my friends, the third for good humor, and the forth for my enemies.;William Temple;humor
Furthermore, both Pennsylvania and New Jersey Departments of Environmental Protection have evaluated the sediment to be dredged and also found it to be not toxic.;Robert Brady;environmental
Here's my Golden Rule for a tarnished age: Be fair with others, but keep after them until they're fair with you.;Alan Alda;age
Men know everything - all of them - all the time - no matter how stupid or inexperienced or arrogant or ignorant they are.;Andrea Dworkin;men
And why do we, who say we oppose tyranny and demand freedom of speech, allow people to go to prison and be vilified, and magazines to be closed down on the spot, for suggesting another version of history.;David Icke;freedom
Experience: that most brutal of teachers. But you learn, my God do you learn.;C. S. Lewis;experience
My work in the House of Representatives, at this time in my life, is completed. It is time to return home.;J. C. Watts;home
Marriage is the death of hope.;Woody Allen;marriage
Childhood: the period of human life intermediate between the idiocy of infancy and the folly of youth - two removes from the sin of manhood and three from the remorse of age.;Ambrose Bierce;age
If money titles meant anything, I'd play more tournaments. The only thing that means a lot to me is winning. If I have more wins than anybody else and win more majors than anybody else in the same year, then it's been a good year.;Tiger Woods;money
We know accurately only when we know little, with knowledge doubt increases.;Johann Wolfgang von Goethe;knowledge
Weapons of mass destruction aren't pulled out of a black hat like a white rabbit at a magic show. They're produced in factories. There's science and technology involved. They're not produced in a hole in the ground or in a basement.;Scott Ritter;technology
If I knew for a certainty that a man was coming to my house with the conscious design of doing me good, I should run for my life.;Henry David Thoreau;life
It required a strong heart to stand up against such talk, but I urged my people to be quiet and not to begin a war.;Chief Joseph;war
While teaching, I also worked undercover in the lower courts by saying I was a young law teacher wanting experience in criminal law. The judges were happy to assist me but what I learned was how corrupt the lower courts were. Judges were accepting money right in the courtroom.;Samuel Dash;teacher
The key to wisdom is this - constant and frequent questioning, for by doubting we are led to question and by questioning we arrive at the truth.;Peter Abelard;wisdom
If you can't get rid of the skeleton in your closet, you'd best teach it to dance.;George Bernard Shaw;best
I wouldn't compare myself to any past Idol contestant, because I don't feel like I am like any of them. Maybe stories are cool but my story is different from most people's story. I don't like to compare myself to other people, I like to just be me.;Naima Adedapo;cool
Subordination tends greatly to human happiness. Were we all upon an equality, we should have no other enjoyment than mere animal pleasure.;Samuel Johnson;happiness
If we can by any method establish a relation of mutual trust between the laborer and the employer, we shall lay the foundation stone of a structure that will endure for all time.;Mark Hanna;trust
I decided to run for governor because I got mad... I want to make government more directly accountable to the people.;Jesse Ventura;government
I'm not an old, experienced hand at politics. But I am now seasoned enough to have learned that the hardest thing about any political campaign is how to win without proving that you are unworthy of winning.;Adlai E. Stevenson;politics
I want to make sure that no matter how long I go through this, I don't fall into the trap of changing and modifying how I do things that aren't a positive example. I want to remain somebody that the entire family can listen to or watch.;Clay Aiken;positive
Humor is something that thrives between man's aspirations and his limitations. There is more logic in humor than in anything else. Because, you see, humor is truth.;Victor Borge;humor
I want my family to resemble the family I came from.;Katherine Heigl;family
Success represents the 1% of your work which results from the 99% that is called failure.;Soichiro Honda;work
Life has its own hidden forces which you can only discover by living.;Soren Kierkegaard;life
My mother is a big believer in being responsible for your own happiness. She always talked about finding joy in small moments and insisted that we stop and take in the beauty of an ordinary day. When I stop the car to make my kids really see a sunset, I hear my mother's voice and smile.;Jennifer Garner;happiness
When I'm alone, I can sleep crossways in bed without an argument.;Zsa Zsa Gabor;alone
The humanists' replacement for religion: work really hard and somehow you'll either save yourself or you'll be immortal. Of course, that's a total joke, and our progress is nothing. There may be progress in technology but there's no ethical progress whatsoever.;David Bowie;technology
Mom and Dad would stay in bed on Sunday morning, but the kids would have to go to church.;Lynn Johnston;dad
