In America everybody is of the opinion that he has no social superiors, since all men are equal, but he does not admit that he has no social inferiors, for, from the time of Jefferson onward, the doctrine that all men are equal applies only upwards, not downwards.;Bertrand Russell;time
Responsibility walks hand in hand with capacity and power.;J. G. Holland;power
You have to be smart. The easy days are over.;Robert Kiyosaki;intelligence
Thinking: the talking of the soul with itself.;Plato;inspirational
We will not waver we will not tire we will not falter, and we will not fail. Peace and Freedom will prevail.;George W. Bush;freedom
I know it's a cliche but I never wanted to be famous. I don't believe anybody wants to be famous.;Jeremy Renner;famous
My wife handles all of our technology. So if something goes wrong with the computer, I throw up my arms and step aside while the IT gal figures it out.;Ty Burrell;technology
I'm so disturbed when my women students behave as though they can only read women, or black students behave as though they can only read blacks, or white students behave as though they can only identify with a white writer.;Bell Hooks;women
I was who I was in high school in accordance with the rules of conduct for a normal person, like obeying your mom and dad. Then I got out of high school and moved out of the house, and I just started, for lack of a better term, running free.;Iggy Pop;mom
I started thinking about joy. Everything in our society is so purposeful. Let's bring joy back to the experience.;Sara Blakely;society
Tell the children the truth.;Bob Marley;truth
The wave of new productive enterprises would provide opportunities to remedy the unjust distribution of environmental hazards among economic classes and racial and ethnic communities.;Barry Commoner;environmental
The historic ascent of humanity, taken as a whole, may be summarized as a succession of victories of consciousness over blind forces - in nature, in society, in man himself.;Leon Trotsky;society
Imagination was given to man to compensate him for what he isn't. A sense of humor was provided to console him for what he is.;Horace Walpole;humor
Look, I don't want to wax philosophic, but I will say that if you're alive you've got to flap your arms and legs, you've got to jump around a lot, for life is the very opposite of death, and therefore you must at very least think noisy and colorfully, or you're not alive.;Mel Brooks;death
I always supported the women I worked with having time off to go to parent-teacher conferences and doctors' appointments or bringing their infants into the office.;Hillary Clinton;women
A man who pretends to understand women is bad manners. For him to really to understand them is bad morals.;Henry James;women
Few if any teenagers can relate to getting up for school and finding famous comics like Pryor and Williams hanging out in your living room after a hard night of partying. But that's Hollywood.;Pauly Shore;famous
Beauty is indeed a good gift of God but that the good may not think it a great good, God dispenses it even to the wicked.;Saint Augustine;beauty
Love before marriage is absolutely necessary.;Samuel Richardson;marriage
Why are ecologists and environmentalists so feared and hated? This is because in part what they have to say is new to the general public, and the new is always alarming.;Garrett Hardin;environmental
Light and funny has a more compelling quality when you're younger. But I haven't abandoned the genre: I love falling down I love Lucille Ball. It's just that a lot of those stories revolve around problems that I can't convincingly portray at this age.;Julia Roberts;age
In some ways England is more liberal than France, but I also find it more intrusive. But when you go abroad you have to accept the ways of where you live. I have to respect that.;Arsene Wenger;respect
The thing is this: You got to have fun while you're fightin' for freedom, 'cause you don't always win.;Molly Ivins;freedom
We all have a responsibility to volunteer somewhere and I'm lucky that I get the education and get taken to places to see what's out there and see what's happening and to then be a part of it in hopefully an impactful way.;Jennifer Garner;education
The great gift of human beings is that we have the power of empathy.;Meryl Streep;power
Love grows by giving. The love we give away is the only love we keep. The only way to retain love is to give it away.;Elbert Hubbard;love
We have to realize only in communication, in real knowledge, in real reaching out, can there be an understanding that there's humanity everywhere, and that's what I'm trying to do.;Mira Nair;knowledge
If a June night could talk, it would probably boast it invented romance.;Bernard Williams;romantic
I thin many people's deviant behavior starts with dreams because dreams are so non-linear... as if there's an assumption that everything has to be linear or has to be plotted.;Robyn Hitchcock;dreams
I love to travel, but sometimes it's nice to stay in one place.;Gustavo Dudamel;travel
The first few games that we played against some of the teams, the young guys, you know, want a stick sign or photo sign, and I think that they respect what I have achieved throughout my career.;Mario Lemieux;respect
If we get our self-esteem from superficial places, from our popularity, appearance, business success, financial situation, health, any of these, we will be disappointed, because no one can guarantee that we'll have them tomorrow.;Kathy Ireland;business
Boldness is a mask for fear, however great.;John Dryden;great
More and more, Democrats are starting to worry they that they have a more um, colorful version of Jimmy Carter on their hands. Obama acts cool as a proverbial cucumber but that awful '70s show seems frightfully close to a rerun.;Eric Alterman;cool
I came from a family where joining a union was the expected thing to do. I've always believed that the relationship between an employer and an individual worker is fundamentally unequal.;Frances O'Grady;relationship
Take the diplomacy out of war and the thing would fall flat in a week.;Will Rogers;war
I've never thought of my characters as being sad. On the contrary, they are full of life. They didn't choose tragedy. Tragedy chose them.;Juliette Binoche;sad
Age does not matter if the matter does not age.;Jean Paul;age
I think the most wonderful thing in the world is another chef. I'm always excited about learning new things about food.;Paul Prudhomme;food
A bachelor is a man who comes to work each morning from a different direction.;Sholom Aleichem;work
Always speak the truth, think before you speak, and write it down afterwards.;Lewis Carroll;truth
Almost the only persons who may be said to comprehend even approximately the significance, principles, and purposes of Socialism are the chief leaders of the extreme wings of the Socialistic forces, and perhaps a few of the money kings themselves.;Benjamin Tucker;money
If you work at comedy too laboriously, you can kill what's funny in the joke.;Richard Russo;funny
I hadn't made a big-budget film, and in Hollywood there's a sort of man and boys situation. You're a man, you make $80 million movies! As if it's harder to make an $80 million movie. Well, I guess businesswise it is because you have more executives to argue with.;Gus Van Sant;movies
I adore this adventure, I adore working with youth. For me it's a daily challenge, working to help these youths realize their dreams.;Patrick Roy;dreams
The trouble with our times is that the future is not what it used to be.;Paul Valery;future
I just get so fed up with seeing the same things written about me. If I see the words 'ice queen' attached to me, I feel like banging my head against the wall. There's this perception that I can only be in a film if I have a glass of champagne in my hand and a stately home in the background.;Kristin Scott Thomas;home
