The TV business is uglier than most things. It is normally perceived as some kind of cruel and shallow money trench through the heart of the journalism industry, a long plastic hallway where thieves and pimps run free and good men die like dogs, for no good reason.;Hunter S. Thompson;business
On the other hand, when I give it closer thought, I realize I'm not enough of a dictator to conduct an orchestra because it requires a pretty awful person. When you read these biographies of famous conductors, they are all awful people who fail in their private relationships.;Eberhard Weber;famous
My favorite meal would have to be good old-fashioned eggs, over easy, with bacon. Many others, but you can't beat that on a Sunday morning, especially with a cup of tea.;Gary Oldman;morning
Sometimes I wonder if men and women really suit each other. Perhaps they should live next door and just visit now and then.;Katharine Hepburn;marriage
Ideas shape the course of history.;John Maynard Keynes;history
The truth of our faith becomes a matter of ridicule among the infidels if any Catholic, not gifted with the necessary scientific learning, presents as dogma what scientific scrutiny shows to be false.;Thomas Aquinas;faith
One thing you can say about nuclear power: the people who believe it is the silver bullet for America's energy problems never give up.;Jeff Goodell;power
War has been good to me from a financial standpoint but I don't want to make money that way. I don't want blood money.;Ted Turner;war
The only thing I like more than my wife is my money, and I'm not about to lose that to her and her lawyers, that's for damn sure.;Jon Bon Jovi;money
Outside the kingdom of the Lord there is no nation which is greater than any other. God and history will remember your judgment.;Haile Selassie;history
Freedom. Freedom of religion. Freedom to speak their mind. Freedom to build a life. And yes, freedom to build a business. With their own hands. This is the essence of the American experience.;Mitt Romney;freedom
Sports don't define us it is not what we live for.;Michael Wilbon;sports
As far as Iraq, the important thing is that the Taliban is gone in Afghanistan, three-quarters of the al-Qaida leadership is either dead or in jail, and we now have Saudi Arabia working with us, Pakistan working with us.;Peter King;leadership
I think you grow wherever God plants you. I hope I'm growing as a person of faith, as a Christian. That should be our number one objective this journey of life. That all starts with a personal intimate relationship with Christ and then being in prayer every single day about all of those things - being tenacious about it.;J. C. Watts;relationship
Far better is it to dare mighty things, to win glorious triumphs, even though checkered by failure... than to rank with those poor spirits who neither enjoy nor suffer much, because they live in a gray twilight that knows not victory nor defeat.;Theodore Roosevelt;failure
I rate enthusiasm even above professional skill.;Edward Appleton;business
If you think about a Thanksgiving dinner, it's really like making a large chicken.;Ina Garten;thanksgiving
I don't think I can answer questions about the trust fund.;Louise Woodward;trust
Religion is the best antidote to the individualism of the consumer age. The idea that society can do without it flies in the face of history and, now, evolutionary biology.;Jonathan Sacks;history
The very concept of objective truth is fading out of the world. Lies will pass into history.;George Orwell;history
Women - always in trouble with them, but can't live without them.;Ayrton Senna;women
When I decided to get married at 40, I couldn't find a dress with the modernity or sophistication I wanted. That's when I saw the opportunity for a wedding gown business.;Vera Wang;wedding
Leibniz dedicated his life to efforts to educate people to understand that true happiness is found by locating their identity in benefitting mankind and their posterity.;Robert Trout;happiness
How is it that little children are so intelligent and men so stupid? It must be education that does it.;Alexandre Dumas;education
I can't deliver lines, but I can talk about food all night long.;Tom Colicchio;food
It's the quality of the ordinary, the straight, the square, that accounts for the great stability and success of our nation. It's a quality to be proud of. But it's a quality that many people seem to have neglected.;Gerald R. Ford;success
I believe that the way people live can be directed a little by architecture.;Tadao Ando;architecture
You say it is the good cause that hallows even war? I say unto you: it is the good war that hallows any cause.;Friedrich Nietzsche;good
Death is always around the corner, but often our society gives it inordinate help.;Carter Burwell;death
I've actually spent a lot of time researching beauty products, how they are produced and how they are sold.;Lauren Conrad;beauty
I love the concept of togetherness and the entwinement of marriage.;William Shatner;marriage
If epic poetry is a definite species, the sagas do not fall within it.;Lascelles Abercrombie;poetry
The secret to film is that it's an illusion.;George Lucas;movies
Freedom is an indivisible word. If we want to enjoy it, and fight for it, we must be prepared to extend it to everyone, whether they are rich or poor, whether they agree with us or not, no matter what their race or the color of their skin.;Wendell Willkie;freedom
I think everybody can agree that you can hear a certain song and it will put you in a certain mood, and that's just the beauty of music and I am so inspired by that.;Shaun White;beauty
So I know how I watch movies which is on my laptop, man. And that's how I suspect a lot of people do it.;Kevin Smith;movies
Waste is worse than loss. The time is coming when every person who lays claim to ability will keep the question of waste before him constantly. The scope of thrift is limitless.;Thomas A. Edison;time
I travel the world, and I'm happy to say that America is still the great melting pot - maybe a chunky stew rather than a melting pot at this point, but you know what I mean.;Philip Glass;travel
What I don't like are pompous, pretentious movies.;Peter Jackson;movies
When people talk of the freedom of writing, speaking or thinking I cannot choose but laugh. No such thing ever existed. No such thing now exists but I hope it will exist. But it must be hundreds of years after you and I shall write and speak no more.;John Adams;freedom
It is already clear, after twenty years of socialism in Russia, that if you do not provide your society with a new religion, it will gradually revert to the old one.;Herbert Read;religion
The amount of eccentricity in a society has generally been proportional to the amount of genius, mental vigor, and moral courage it contained. That so few now dare to be eccentric marks the chief danger of the time.;John Stuart Mill;society
Hip-hop reflects the truth, and the problem is that hip-hop exposes a lot of the negative truth that society tries to conceal. It's a platform where we could offer information, but it's also an escape.;Busta Rhymes;society
Ability is what you're capable of doing. Motivation determines what you do. Attitude determines how well you do it.;Raymond Chandler;attitude
I think sometimes all you need is to hear someone else say the same thing that you're going through to realize that you're not alone. I try to put some sense of hope into the songs, into whatever the situation is so that it's not just dirt, drudgery and a life of misery.;Sarah McLachlan;alone
Do I dare set forth here the most important, the most useful rule of all education? It is not to save time, but to squander it.;Jean-Jacques Rousseau;education
The separation of church and state is a source of strength, but the conscience of our nation does not call for separation between men of state and faith in the Supreme Being.;Lyndon B. Johnson;strength
I'm still figuring out why people would want to look at me. Maybe it's generic beauty, but it's weird to be valued for something I was born with.;Josie Maran;beauty
If the history of the past fifty years teaches us anything, it is that peace does not follow disarmament - disarmament follows peace.;Bernard Baruch;history
And your very flesh shall be a great poem.;Walt Whitman;great
One important key to success is self-confidence. An important key to self-confidence is preparation.;Arthur Ashe;success
God will never direct us to be prideful, arrogant and unforgiving, immoral or slothful or full of fear. We step into these things because we are insensitive to the leadership of the Holy Spirit within us.;Charles Stanley;god
I never smile unless I mean it.;Donny Osmond;smile
My mother is a special education teacher but also an artist, and my father an advertising executive. They are about as wacky as you can get without being alcoholics.;Sloane Crosley;education
Every age develops its own peculiar forms of pathology, which express in exaggerated form its underlying character structure.;Christopher Lasch;age
You reach a point where you don't work for money.;Walt Disney;work
I will not be discouraged by failure I will not be elated by success.;Joseph Barber Lightfoot;success
Something is wanting, and something must be done, or we shall be involved in all the horror of failure, and civil war without a prospect of its termination.;Henry Knox;failure
A woman who thinks she is intelligent demands the same rights as man. An intelligent woman gives up.;Sidonie Gabrielle Colette;equality
Editor: a person employed by a newspaper, whose business it is to separate the wheat from the chaff, and to see that the chaff is printed.;Elbert Hubbard;business
I don't have to look up my family tree, because I know that I'm the sap.;Fred Allen;funny
We are telling the American people to have patience, courage, resolve and determination.;Muammar al-Gaddafi;courage
To become properly acquainted with a truth, we must first have disbelieved it, and disputed against it.;Novalis;truth
I must have got my detailed, obsessive streak from my father, who was an English teacher, because my mother wasn't like me at all.;Barbra Streisand;teacher
I have to say, you know, I've seen so many people go through the cycle and become famous and not famous anymore and, you know, want - have their priorities change and want different things.;Rashida Jones;change
It's hard to say what drives a three year-old, but I think I had a sense that nature was my solace, and nature was a place in which there was beauty, in which there was order.;Story Musgrave;beauty
While writing my first 90 books, I was magazine editor, publisher, book publisher, executive, etc., so I was established in publishing. three of my seven or so books were biographies of sports stars and really opened doors for me in that area.;Jerry B. Jenkins;sports
The technology is just so far gone. It's just like back in the day you needed a suitcase just to have a cell phone. The battery was so heavy, it was like carrying a gallon of soda around with you all day.;Jam Master Jay;technology
I think the reaction to a World War II situation would be the same today as it was in 1942. Initially, people would question, but once patriotism got stirred up, the whole thing would gather momentum and we'd all pull together.;Parker Stevenson;patriotism
In every death, a busy world comes to an end.;Mason Cooley;death
I did commit to myself that I would not jump back into being the workaholic that I can be before I gave myself an honest opportunity to create the marriage of my dreams and to create the beginning of the family of my dreams, and that took a hot second.;Alanis Morissette;family
If people are good only because they fear punishment, and hope for reward, then we are a sorry lot indeed.;Albert Einstein;good
I've done performances in movies that I was immensely proud of and the movies didn't take off like a rocket at Cape Canaveral, it didn't take off.;Albert Brooks;movies
To be positive is to be mistaken at the top of one's voice.;Ambrose Bierce;positive
Truth is what works.;William James;truth
I went to Catholic high school for half a year and religion wasn't the cool thing to talk about even at a catholic high school. It never came up.;Mandy Moore;religion
Jesus is the God whom we can approach without pride and before whom we can humble ourselves without despair.;Blaise Pascal;god
You know, it shouldn't just be about women as heroic figures overcoming things, it just needs to be about women in general getting the opportunity to play a multitude of roles, telling a multitude of stories - just to express human experience from a woman's perspective. I hope, someday, we can get to that point. I'm all about representation.;Diablo Cody;experience
The biggest danger to the European Union comes not from those who advocate change, but from those who denounce new thinking as heresy. In its long history Europe has experience of heretics who turned out to have a point.;David Cameron;experience
There's an absolute prejudice that good movies are dramas and comedies are more dismissable. But I couldn't disagree more.;Joseph Gordon-Levitt;movies
Peace, above all things, is to be desired, but blood must sometimes be spilled to obtain it on equable and lasting terms.;Andrew Jackson;peace
Worry is spiritual short sight. Its cure is intelligent faith.;Paul Brunton;faith
Formula for success: rise early, work hard, strike oil.;J. Paul Getty;work
Indulge not thyself in the passion of anger it is whetting a sword to wound thine own breast, or murder thy friend.;Akhenaton;anger
Both my mum and dad were great readers, and we would go every Saturday morning to the library, and my sister and I had a library card when we could pass off something as a signature, and all of us would come with an armful of books.;Geraldine Brooks;morning
The knowledge that makes us cherish innocence makes innocence unattainable.;Irving Howe;knowledge
Kittens can happen to anyone.;Paul Gallico;pet
No person has the right to rain on your dreams.;Marian Wright Edelman;dreams
There is geometry in the humming of the strings, there is music in the spacing of the spheres.;Pythagoras;music
The Dead was cool, It's a great horror story. I went to the casting director of this movie and talked to him, then they called my agent and had me come in and read for it and they wanted to use me.;Matthew McGrory;cool
If the IAAF feel that is the right way to go for TV rights and everything, the rule will stay. As much as I want to be on the podium, tonight is a sad night for athletics.;Kim Collins;sad
The hedonistic lifestyle is difficult to achieve when you're still carrying your own gear. Trust me that you don't feel glamorous with a 60-pound amp in your arms it's a lot less sexy than toting a vodka gimlet and impossible to do in heels.;Carrie Brownstein;trust
Where is the man who has the strength to be true, and to show himself as he is?;Johann Wolfgang von Goethe;strength
Nobody ever told me what to read, or ever put poetry in my way.;Isaac Rosenberg;poetry
I cannot think of any circumstances in which a government can go to war without the support of parliament.;Tony Blair;government
Give to everyone who begs from you and of him who takes away your goods do not ask them again. And as you wish that men would do to you, do so to them.;Jesus Christ;men
I find the family the most mysterious and fascinating institution in the world.;Amos Oz;family
I'm always in situations where you can't be funny, and yet I want to do it anyway.;Tim Heidecker;funny
I mean, I do wear a wedding ring and take it off when I shoot.;Henry Ian Cusick;wedding
Time discovers truth.;Lucius Annaeus Seneca;truth
Every social organisation which is rooted in life still lasts a long time, even after the conditions from which it drew its strength have changed in a manner unfavourable to it.;Karl Radek;strength
For globalization to work for America, it must work for working people. We should measure the success of our economy by the breadth of our middle class, and the scope of opportunity offered to the poorest child to climb into that middle class.;John J. Sweeney;success
To sin offers repentance and forgiveness not to sin offers only punishment.;Jose Bergamin;forgiveness
In the relationship between man and religion, the state is firmly committed to a position of neutrality.;Tom C. Clark;religion
Anarchy is the only slight glimmer of hope.;Mick Jagger;hope
Football is like life - it requires perseverance, self-denial, hard work, sacrifice, dedication and respect for authority.;Vince Lombardi;respect
Most food you drop is still perfectly edible. If it was in your eyesight the whole time, you can pick it up and eat it.;Mehmet Oz;food
I think the industry finally gets it. They've lost the connection with the American public, and they've got to rebuild the trust with the American public.;Billy Tauzin;trust
What is sacred among one people may be ridiculous in another and what is despised or rejected by one cultural group, may in a different environment become the cornerstone for a great edifice of strange grandeur and beauty.;Hu Shih;beauty
The nature of motion capture is only going to work for certain films. It's not going to put any other type of movies out of business.;Tom Hanks;movies
I never want to make a film. I don't wake up in the morning going, 'Ooh, I'd really love to be on set making a film today'. I'm aware that other contemporary film directors perceive film-making as what they do, as what they have to do. But I would hope that I am more catholic in my tastes.;Stephen Daldry;morning
We love but once, for once only are we perfectly equipped for loving.;Cyril Connolly;love
I'm an actor. I try to play a character in a really cool story, the very best I can.;Matthew Fox;cool
Over the years all these vampire movies have come out and nobody looks like a vampire anymore.;Johnny Depp;movies
It is impossible to persuade a man who does not disagree, but smiles.;Muriel Spark;smile
Knowledge comes, but wisdom lingers.;Alfred Lord Tennyson;wisdom
The power of imagination makes us infinite.;John Muir;inspirational
Fame is the echo of actions, resounding them to the world, save that the echo repeats only the last art, but fame relates all, and often more than all.;Thomas Fuller;art
I do not know what the spirit of a philosopher could more wish to be than a good dancer. For the dance is his ideal, also his fine art, finally also the only kind of piety he knows, his 'divine service.';Friedrich Nietzsche;art
Never be afraid to trust an unknown future to a known God.;Corrie Ten Boom;trust
It does not do to dwell on dreams and forget to live.;J. K. Rowling;dreams
That the Jews assumed a right exclusively to the benefits of God will be a lasting witness against them and the same will it be against Christians.;William Blake;god
Everyone thinks they're going to write one book of poems or one novel.;Marilyn Hacker;poetry
There's more to life than movies.;Paul Walker;movies
Without food, man can live at most but a few weeks without it, all other components of social justice are meaningless.;Norman Borlaug;food
Bodybuilding is much like any other sport. To be successful, you must dedicate yourself 100% to your training, diet and mental approach.;Arnold Schwarzenegger;diet
I went to medical school because I wanted to ask the big questions. Do we have a soul? Does God exist? What happens after death?;Deepak Chopra;death
I have come to the conclusion that while a candidate's faith matters, what's most important is how he or she applies that faith.;Gary Bauer;faith
As a well spent day brings happy sleep, so life well used brings happy death.;Leonardo DaVinci;death
So if you want great sports, Michigan's the place to be.;Rick Snyder;sports
Coming home to my family afterward makes the work richer, easier and more fun.;Edie Falco;home
A great deal of talent is lost to the world for want of a little courage. Every day sends to their graves obscure men whose timidity prevented them from making a first effort.;Sydney Smith;men
And I hope that five years and 10 years from now, I'll be a better man, a more mature man, a wiser man, a more humble man and a more spirited man to serve the good of my people and the good of humanity.;Louis Farrakhan;hope
Growing up, if I hadn't had sports, I don't know where I'd be. God only knows what street corners I'd have been standing on and God only knows what I'd have been doing, but instead I played hockey and went to school and stayed out of trouble.;Bobby Orr;sports
I did all the right things in so many tournaments. But like I said, sometimes in sports it just goes the other way. Maybe you've already won so much that it evens it out a bit sometimes. I don't know.;Roger Federer;sports
Behind every great man is a woman rolling her eyes.;Jim Carrey;great
Through all aspects of society be it art, design, the financial markets, government, technology or communications we are witnessing unprecedented global transformation - the result of which is impossible to predict.;Malcolm Mclaren;technology
We must concentrate not merely on the negative expulsion of war but the postive affirmation of peace.;Martin Luther King, Jr.;peace
Modern society, based as it is on the division of labor, can be preserved only under conditions of lasting peace.;Ludwig von Mises;peace
I want to go to bed richer than when I woke up. The pursuit of wealth is a wonderful thing, but the thing is you have to be honest about it, you have to tell the truth.;Kevin O'Leary;truth
If only we'd stop trying to be happy we'd have a pretty good time.;Edith Wharton;good
When I look back over my life it's almost as if there was a plan laid out for me - from the little girl who was so passionate about animals who longed to go to Africa and whose family couldn't afford to put her through college. Everyone laughed at my dreams. I was supposed to be a secretary in Bournemouth.;Jane Goodall;family
Off with you! You're a happy fellow, for you'll give happiness and joy to many other people. There is nothing better or greater than that!;Ludwig van Beethoven;happiness
The subject matter is very tricky. It's about the Munich massacre and what Mossad did afterwards with the assassination squads. I think it's a turning point in history, especially for the Palestinians.;Daniel Craig;history
Beware how you take away hope from any human being.;Oliver Wendell Holmes, Jr.;hope
The first breath of adultery is the freest after it, constraints aping marriage develop.;John Updike;marriage
Never make your home in a place. Make a home for yourself inside your own head. You'll find what you need to furnish it - memory, friends you can trust, love of learning, and other such things. That way it will go with you wherever you journey.;Tad Williams;learning
One time when somebody showed up in a wedding dress, but I never knew if it was a joke, or she was serious. She asked me to marry her. She was serious. It was pretty funny.;Bryan White;wedding
I grew up in a house where nobody had to tell me to go to school every day and do my homework.;Constance Baker Motley;teen
Oh, I don't think Tom Sowell would tell anybody to join the administration. That's not his style. But I think his attitude has always been if it had to be done he'd prefer me to do it than somebody else.;Clarence Thomas;attitude
The best revenge in the world is success.;Suge Knight;success
A lawyer I once knew told me of a strange case, a suffragette who had never married. After her death, he opened her trunk and discovered 50 wedding gowns.;Marguerite Young;wedding
Your ability to communicate is an important tool in your pursuit of your goals, whether it is with your family, your co-workers or your clients and customers.;Les Brown;family
Early on I saw the repression and idolatry of Stalinism, and when it cracked, I was open to religion again.;Lionel Blue;religion
Definiteness of purpose is the starting point of all achievement.;W. Clement Stone;success
A drunkard in the gutter is just where he ought to be, according to the fitness and tendency of things. Nature has set upon him the process of decline and dissolution by which she removes things which have survived their usefulness.;William Graham Sumner;fitness
Life is a gift, and it offers us the privilege, opportunity, and responsibility to give something back by becoming more.;Tony Robbins;life
Culture and tradition have to change little by little. So 'new' means a little twist, a marriage of Japanese technique with French ingredients. My technique. Indian food, Korean food I put Italian mozzarella cheese with sashimi. I don't think 'new new new.' I'm not a genius. A little twist.;Masaharu Morimoto;marriage
There are two powers in the world one is the sword and the other is the pen. There is a great competition and rivalry between the two. There is a third power stronger than both, that of the women.;Muhammad Ali Jinnah;power
Now that virtually every career is an option for ambitious girls, it can no longer be considered regressive or reactionary to reintroduce discussion of marriage and motherhood to primary education. We certainly do not want to return to the simplistic duality of home economics classes for girls and wood shop for boys.;Camille Paglia;marriage
The keenest sorrow is to recognize ourselves as the sole cause of all our adversities.;Sophocles;sad
I like video games, I like tech, I like being positive.;Jimmy Fallon;positive
Change your life today. Don't gamble on the future, act now, without delay.;Simone de Beauvoir;future
In this business, if you take too long, the landscape changes. So the opportunities that were there when I decided to take a break weren't there when I came back. It's like, 'Wait a second - what happened here?' It was a real learning experience. I've paid my dues, I will tell you that.;Chris O'Donnell;learning
The Finland of the 21st century can thrive only if women of learning - in common with their male counterparts - are guaranteed the opportunity to use their creative potential to the full.;Tarja Halonen;learning
There are many countries where you can only believe more or you can believe less. But in the United States we have this incredible smorgasbord, and it really interests me why people are drawn to one faith rather than another, especially to a system of belief that to an outsider seems absurd or dangerous.;Lawrence Wright;faith
Politics is an act of faith you have to show some kind of confidence in the intellectual and moral capacity of the public.;George McGovern;politics
Look within. Within is the fountain of good, and it will ever bubble up, if thou wilt ever dig.;Marcus Aurelius;good
Modernity signifies the transitory, the fugitive, the contingent, the half of art of which the other half is the eternal and the immutable.;Charles Baudelaire;art
The relationship between the public and the artist is complex and difficult to explain. There is a fine line between using this critical energy creatively and pandering to it.;Andy Goldsworthy;relationship
The relationship between Cathy and Mom in the strip is the one relationship drawn from real life that I have proudly never even tried to disguise.;Cathy Guisewite;relationship
If I die a violent death, as some fear and a few are plotting, I know that the violence will be in the thought and the action of the assassins, not in my dying.;Indira Gandhi;fear
I like England more than I did when I left. It's become a bit of a better country in the last ten years, in the attitude of it. A bit more Americanized, which is both good and bad. At least when you order a cup of coffee they don't give you a hard time.;Teddy Thompson;attitude
Experience is a hard teacher because she gives the test first, the lesson afterward.;Vernon Law;teacher
When you realize the value of all life, you dwell less on what is past and concentrate more on the preservation of the future.;Dian Fossey;future
We get information in the mail, the regular postal mail, encrypted or not, vet it like a regular news organization, format it - which is sometimes something that's quite hard to do, when you're talking about giant databases of information - release it to the public and then defend ourselves against the inevitable legal and political attacks.;Julian Assange;legal
Art, in itself, is an attempt to bring order out of chaos.;Stephen Sondheim;art
All of the great leaders have had one characteristic in common: it was the willingness to confront unequivocally the major anxiety of their people in their time. This, and not much else, is the essence of leadership.;John Kenneth Galbraith;great
We have by far the most expensive health system in the world. We spend 50 percent more per person than the next most costly nation. Americans spend more on health care than housing or food.;Kathleen Sebelius;food
We have always found the Irish a bit odd. They refuse to be English.;Winston Churchill;saintpatricksday
I don't think I'm such an amazing person who needs to be written about.;Amy Winehouse;amazing
Screaming at children over their grades, especially to the point of the child's tears, is child abuse, pure and simple. It's not funny and it's not good parenting. It is a crushing, scarring, disastrous experience for the child. It isn't the least bit funny.;Ben Stein;funny
I don't like the idea of famous people.;Kristin Hersh;famous
A muscle is like a car. If you want it to run well early in the morning, you have to warm it up.;Florence Griffith Joyner;car
I was really fascinated by politics. It always has been part of my view that politics really is a calling or you wouldn't go into it, because it's demanding and potentially has a toll on you and your family.;John Key;politics
Let's hope brands recognize that the true power of this technology is not its reach but its ability to communicate substance that adds meaning to our lives. Otherwise, brands will be investing in technology that consumers simply won't buy.;Simon Mainwaring;power
It's hard enough to work and raise a family when your kids are all healthy and relatively normal, but when you add on some kind of disability or disease, it can just be such a burden.;Patricia Heaton;parenting
The greatest teacher I know is the job itself.;James Cash Penney;teacher
Over grown military establishments are under any form of government inauspicious to liberty, and are to be regarded as particularly hostile to republican liberty.;George Washington;government
The method of political science is the interpretation of life its instrument is insight, a nice understanding of subtle, unformulated conditions.;Woodrow Wilson;science
Anthropology demands the open-mindedness with which one must look and listen, record in astonishment and wonder that which one would not have been able to guess.;Margaret Mead;science
God has entrusted me with myself.;Epictetus;god
Israel was not created in order to disappear - Israel will endure and flourish. It is the child of hope and the home of the brave. It can neither be broken by adversity nor demoralized by success. It carries the shield of democracy and it honors the sword of freedom.;John F. Kennedy;hope
Each country has a soul, and France's soul is equality.;Francois Hollande;equality
'Tis better to have loved and lost than never to have loved at all.;Alfred Lord Tennyson;love
We burned to death 100,000 Japanese civilians in Tokyo - men, women and children. LeMay recognized that what he was doing would be thought immoral if his side had lost. But what makes it immoral if you lose and not immoral if you win?;Robert McNamara;death
But since independence, Gabon is one of the few countries in Central Africa that enjoys peace and stability.;Omar Bongo;peace
The advancement and diffusion of knowledge is the only guardian of true liberty.;James Madison;knowledge
Our systems are all go. At 9:30 Monday morning trading will resume on both markets, and the message will be given to criminals who foisted this on America that they lost.;Richard Grasso;morning
We can do things that we never could before. Stop-motion lets you build tiny little worlds, and computers make that world even more believable.;Nick Park;computers
