I can't imagine anything more worthwhile than doing what I most love. And they pay me for it.;Edgar Winter;work
A government of laws, and not of men.;John Adams;government
You know, writing is really difficult, and it takes a real patience and a skill. I don't know if I have that. I admire it in others, so much, and I envy it.;Adam Scott;patience
Nature is my manifestation of God. I go to nature every day for inspiration in the day's work. I follow in building the principles which nature has used in its domain.;Frank Lloyd Wright;nature
I never saw film stars at home. We had no maid, no cook, no swimming pool.;Natalie Wood;home
People always fear change. People feared electricity when it was invented, didn't they? People feared coal, they feared gas-powered engines... There will always be ignorance, and ignorance leads to fear. But with time, people will come to accept their silicon masters.;Bill Gates;time
If you go from a structure where you have the support and that partner and that construction of a family and that's broken apart, I think that's probably a lot harder than always being a single mom and having the father being a support in another area.;Bridget Moynahan;family
Persecution is not an original feature in any religion but it is always the strongly marked feature of all religions established by law.;Thomas Paine;religion
My focus as part of the leadership is to keep talking about the independent voters, independent voters - how do we get the independent voters back?;Henry Cuellar;leadership
We all would like to see a brighter future for Haiti, and I hope this conference will serve to explore many views. Respect for human rights, freedom, and the rule of law must be established in the poorest nation in our hemisphere.;Eliot Engel;respect
I've always had an affinity and a passion for cars and that whole car culture.;Ludacris;car
I didn't want to be one of those women who wake up at 63 years old and realize they've missed the window of opportunity for marriage and children.;Alanis Morissette;marriage
I don't want to be the one to break it to you, but the future ain't that funny.;Albert Brooks;funny
Maybe if everybody in leadership was a woman, you might not get into the conflicts in the first place. But if you watch the women who have made it to the top, they haven't exactly been non-aggressive - including me.;Madeleine Albright;women
Steve Irwin did wonderful conservation work but I was uncomfortable about some of his stunts. Even if animals aren't aware that you are not treating them with respect, the viewers are.;David Attenborough;respect
The flower is the poetry of reproduction. It is an example of the eternal seductiveness of life.;Jean Giraudoux;nature
As human beings, we are vulnerable to confusing the unprecedented with the improbable. In our everyday experience, if something has never happened before, we are generally safe in assuming it is not going to happen in the future, but the exceptions can kill you and climate change is one of those exceptions.;Al Gore;change
The key to successful leadership today is influence, not authority.;Ken Blanchard;leadership
I did one sci-fi movie. I did 'Gattaca.' I liked 'Gattaca' because that was always the kind of science fiction I really dug, the non-action oriented sci-fi.;Ethan Hawke;science
My mom was a big 'Smurfs' fan, so she would force me to watch every Saturday morning. I had no choice in the matter. I would jump downstairs on Saturday morning, 'Hurray, cartoons!' and she would say, 'Smurfs! That's what you're watching.';Jayma Mays;morning
I had a lot of dates but I decided to stay home and dye my eyebrows.;Andy Warhol;home
These men ask for just the same thing, fairness, and fairness only. This, so far as in my power, they, and all others, shall have.;Abraham Lincoln;men
I don't want euro bonds that serve to mutualize the entire debt of the countries in the euro zone. That can only work in the longer-term. I want euro bonds to be used to finance targeted investments in future-oriented growth projects. It isn't the same thing. Let's call them 'project bonds' instead of euro bonds.;Francois Hollande;finance
I do love to walk around in New York because people will notice me, smile, but they never bother anyone. New Yorkers are very cool. I love New York.;Creed Bratton;smile
I think you have to be willing to take a bullet for somebody if you're going to stand up there, take your vows, and be married to them for the rest of your life.;Blake Shelton;anniversary
I love everything that's old, - old friends, old times, old manners, old books, old wine.;Oliver Goldsmith;love
Music is nothing else but wild sounds civilized into time and tune.;Thomas Fuller;music
I write entirely to find out what I'm thinking, what I'm looking at, what I see and what it means. What I want and what I fear.;Joan Didion;fear
You can't leave out half the world's experience and expect to address all the problems. Women communicate differently and process information differently, which leads them to resolve conflicts differently.;Dee Dee Myers;experience
A good novel tells us the truth about its hero but a bad novel tells us the truth about its author.;Gilbert K. Chesterton;good
The Pledge of Allegiance reflects the truth that faith in God has played a significant role in America since the days of the founding of our country.;Randy Neugebauer;faith
If we perform the romantic repertoire we need more musicians.;Neville Marriner;romantic
I would hope everyone would be a feminist.;Mia Wasikowska;hope
Destiny is no matter of chance. It is a matter of choice. It is not a thing to be waited for, it is a thing to be achieved.;William Jennings Bryan;future
We hear the stories every day now: the father who puts on a suit every morning and leaves the house so his daughter doesn't know he lost his job, the recent college grad facing up to the painful reality that the only door that's open to her after four years of study and a pile of debt is her parents'. These are the faces of the Obama economy.;Mitch McConnell;morning
It's funny. People often compare me to other humor essayists. They're usually quite nice comparisons I will accept those gladly. But I am always sort of appalled at the idea of being lumped with other, more chick-y female writers. And the truth is probably that neither comparison is accurate.;Sloane Crosley;humor
Money can't buy love, but it improves your bargaining position.;Christopher Marlowe;money
The confession of evil works is the first beginning of good works.;Saint Augustine;good
I attribute the quarrelsome nature of the Middle Ages young men entirely to the want of the soothing weed.;Jerome K. Jerome;nature
Don't leave home without your sword - your intellect.;Alan Moore;home
Politics is just show business for ugly people.;Jay Leno;business
The truth is in California you can't build a new manufacturing facility, and businesses are leaving in droves because of bad government policy.;Carly Fiorina;truth
I enjoy privacy. I think it's nice to have a little mystery. I think because of technology a lot of the mystery is gone in life, and I'd like to preserve some of that.;Maggie Q;technology
As far as writing, I like watching bad movies. Nothing stops me in my tracks more than watching a great film like 'The Godfather' or 'Dog Day Afternoon' or 'The Graduate.' You watch one of those, and you never want to write again. Whereas with bad movies, it makes you think, If that counts, I certainly could write.;Jason Reitman;movies
Fear makes strangers of people who would be friends.;Shirley MacLaine;fear
Thus, the poet's word is beginning to strike forcefully upon the hearts of all men, while absolute men of letters think that they alone live in the real world.;Salvatore Quasimodo;alone
More and more NFL players have been willing their bodies to science so that their brains can be studied even if they die of other causes.;Jeffrey Kluger;science
A political prisoner is someone who is out fighting for his or her people's rights and freedom and is imprisoned for that alone.;Leonard Peltier;alone
But men are so full of greed today, they'll sell anything for a little piece of money.;Little Richard;money
Look, I'm very much in favor of tax cuts, but not with borrowed money. And the problem that we've gotten into in recent years is spending programs with borrowed money, tax cuts with borrowed money, and at the end of the day that proves disastrous. And my view is I don't think we can play subtle policy here.;Alan Greenspan;money
For four to six months at a time, I would barely eat. I lived on a diet of Melba toast, carrots, and black coffee.;Alanis Morissette;diet
We must promote upward mobility, starting with solutions that speak to our broken education system, broken immigration policy, and broken safety-net programs that foster dependency instead of helping people get back on their feet.;Paul Ryan;education
The success of Torn was a bit too much for me. I took a year off and was still scared to start the second album.;Natalie Imbruglia;success
I have no mystic faith in the people. I have in the individual.;E. M. Forster;faith
A painter paints his pictures on canvas. But musicians paint their pictures on silence. We provide the music, and you provide the silence.;Leopold Stokowski;music
Education is an admirable thing, but it is well to remember from time to time that nothing that is worth knowing can be taught.;Oscar Wilde;education
Rap is poetry set to music. But to me it's like a jackhammer.;Bette Midler;poetry
Only those who have learned the power of sincere and selfless contribution experience life's deepest joy: true fulfillment.;Tony Robbins;power
I have no physical courage, I've asked for a double.;Catherine Deneuve;courage
It is not necessary to change. Survival is not mandatory.;W. Edwards Deming;change
When AI approximates Machine Intelligence, then many online and computer-run RPGs will move towards actual RPG activity. Nonetheless, that will not replace the experience of 'being there,' any more than seeing a theatrical motion picture can replace the stage play.;Gary Gygax;intelligence
Peace is not an absence of war, it is a virtue, a state of mind, a disposition for benevolence, confidence, justice.;Baruch Spinoza;war
Thank God men cannot fly, and lay waste the sky as well as the earth.;Henry David Thoreau;men
But while success and failure depend on conditions, the mind neither waxes nor wanes.;Bodhidharma;success
Our life of poverty is as necessary as the work itself. Only in heaven will we see how much we owe to the poor for helping us to love God better because of them.;Mother Teresa;life
Americans of all ages deserve quality end-of-life medical care.;Bill Nelson;medical
When a chick has a sense of humor, there's nothing more attractive.;Dylan O'Brien;humor
Courtship is to marriage, as a very witty prologue to a very dull play.;William Congreve;marriage
Parents of recovered children, and I've met hundreds, all share the same experience of doubters and deniers telling us our child must have never even had autism or that the recovery was simply nature's course. We all know better, and frankly we're too busy helping other parents to really care.;Jenny McCarthy;nature
I am a fashion designer. I'm not an environmentalist. When I get up in the morning, number one I'm a mother and a wife, and number two I design clothes. So the main thing I need to do is create, hopefully, exquisitely beautiful, desirable objects for my customer.;Stella McCartney;design
In almost everything, experience is more valuable than precept.;Quintilian;experience
I went to a football school, which meant that I went to a university that served up education and was simultaneously operating a sports franchise.;Susan Orlean;education
It's a funny thing: You want so badly for people to see what you do - you're proud of it - and I like the effect that movies have on people. But the attention can also make me uncomfortable.;Kristen Stewart;funny
To conclude that women are unfitted to the task of our historic society seems to me the equivalent of closing male eyes to female facts.;Lyndon B. Johnson;society
Expensive clothes are a waste of money.;Meryl Streep;money
Science investigates religion interprets. Science gives man knowledge which is power religion gives man wisdom which is control.;Martin Luther King, Jr.;wisdom
It is our duty still to endeavor to avoid war but if it shall actually take place, no matter by whom brought on, we must defend ourselves. If our house be on fire, without inquiring whether it was fired from within or without, we must try to extinguish it.;Thomas Jefferson;war
I had two passions growing up - one was music, one was technology. I tried to play in a band for a while, but I was never talented enough to make it. And I started companies. One day came along and I decided to combine the two - and there was Spotify.;Daniel Ek;technology
The world is the true classroom. The most rewarding and important type of learning is through experience, seeing something with our own eyes.;Jack Hanna;learning
Preachers in pulpits talked about what a great message is in the book. No matter what you do, somebody always imputes meaning into your books.;Dr. Seuss;great
Sometimes you want to go for a walk and you don't want to be watched. You just want to be anonymous and blend in. Especially when I travel, I feel that way, because I can't really go out and see a city the way other people can and I miss out on a lot.;Madonna Ciccone;travel
Ninety-nine percent of pilots that go up never have engine failure, and the 1 percent that do usually land it. But if you're up in the air and something goes wrong, you pull that parachute, and the whole plane goes down slowly.;Cory Lidle;failure
A lot of songs are empowering because everybody who has been through a hard time in a relationship or in their lives can relate to it.;Nicole Scherzinger;relationship
Certain kinds of speed, flow, intensity, density of attacks, density of interaction... Music that concentrates on those qualities is, I think, easier achieved by free improvisation between people sharing a common attitude, a common language.;Evan Parker;attitude
The mark of a good marriage is partnership and continuing to feel inspired by your spouse. I had that with Tao. But the end is not necessarily the tragedy. Staying in a relationship that is no longer working is the tragedy. Living unhappily - that's the tragedy.;Olivia Wilde;marriage
I am a dreamer. Seriously, I'm living on another planet.;Eva Green;dreams
My dad's era believed that there was something noble in being a good guy - the kind of guy that lived straight and narrow, told the truth, and stood up for what he believed was right.;Dean Norris;dad
We will have to give up the hope that, if we try hard, we somehow will always do right by our children. The connection is imperfect. We will sometimes do wrong.;Judith Viorst;hope
Perhaps the prevalence of pedantry may be largely accounted for by the common error of thinking that, because useful knowledge should be remembered, any kind of knowledge that is at all worth learning should be remembered too.;Albert J. Nock;knowledge
When President Obama passed health care reform, it was personal! And when Governor Romney says he would repeal Obamacare and put insurance companies back in charge of a woman's health, that's personal too.;Debbie Wasserman Schultz;health
Forgiveness is the remission of sins. For it is by this that what has been lost, and was found, is saved from being lost again.;Saint Augustine;forgiveness
A hatred of failure has always been part of my nature.;Paul Getty;failure
I have an everyday religion that works for me. Love yourself first, and everything else falls into line.;Lucille Ball;religion
If you grow up in the South Bronx today or in south-central Los Angeles or Pittsburgh or Philadelphia, you quickly come to understand that you have been set apart and that there's no will in this society to bring you back into the mainstream.;Jonathan Kozol;society
Beauty, unlike the rest of the gifts handed out at birth, does not require dedication, patience and hard work to pay off. But it's also the only gift that does not keep on giving.;Paulina Porizkova;beauty
I don't deal with death very well. My brother, John Candy, my dad, my mom, Brandon Tartikoff just a couple of weeks ago. I mean, you lose a lot of people in your life, and that's one thing I am constantly working on - pain management.;James Belushi;mom
The United States is the most innovative country in the world. But our leadership could slip away if we fail to properly fund primary, secondary and higher education.;Jeff Bingaman;leadership
It's sad when girls think they don't have anything going on except being pretty.;Keri Russell;sad
We do not realise that we are children of eternity. If we did, then success would be no success, and failure would be no failure to us.;Joseph Barber Lightfoot;failure
I always recommend a sensible diet, including lots of carbohydrates and avoiding too much fat. Dancers don't need different fuel from other people - they just need more of it because they use more energy.;Deborah Bull;diet
I've seen many, many movies over the years, and there are only a few that suddenly inspire you so much that you want to continue to make films.;Martin Scorsese;movies
Naturally we are aware of the strength of our economy and naturally we don't want to downplay it.;Gerhard Schroder;strength
If your neighbors think you're a detective because a cop always brings you home, you might be a redneck.;Jeff Foxworthy;home
It was a shock to people of the nineteenth century when they discovered, from observations science had made, that many features of the biological world could be ascribed to the elegant principle of natural selection.;Michael Behe;science
It's hard to force creativity and humor.;Al Yankovic;humor
I've woken up from dreams and the whole song is there. I'm listening to it in my dreams. I consciously have to wake myself up and get a tape recorder because I hear it like a record.;Lenny Kravitz;dreams
Any fool knows that bravado is always a cover-up for insecurity. That's the truth. And on that note, I'll say goodnight. God love you.;Bobby Darin;truth
Every human has four endowments- self awareness, conscience, independent will and creative imagination. These give us the ultimate human freedom... The power to choose, to respond, to change.;Stephen Covey;change
I see a lot of movies. I love films as a spectator, and that's never obscured by the part of me that does the work myself. I just love going to the movies.;Daniel Day-Lewis;movies
Trauma happens in relationships, so it can only be healed in relationships. Art can't provide healing. It can be cathartic and therapeutic but a relationship is a three-part journey.;Alanis Morissette;art
If we can produce more ethanol and bio-diesel to help fuel our vehicles, we will create jobs, boost local economies and produce cleaner burning fuels. This will keep dollars here at home where they can have a positive impact on our economy.;Rick Renzi;positive
Freedom can occur only through education.;Friedrich Schiller;freedom
Chains do not hold a marriage together. It is threads, hundreds of tiny threads, which sew people together through the years.;Simone Signoret;marriage
There's something about marriage that is not as intensely romantic or interesting as a couple's first meeting.;John Sandford;romantic
I was born to travel and write verse.;Theophile Gautier;travel
I appreciate everything that has been done for me. After a difficult start, I've just followed my dreams.;Victor Ortiz;dreams
I have a new little stray dog that I've had for about a month now. His name is Mikey Mohawk - he's this little terrier with a natural Mohawk. My friend found him hit by a car on Pico Boulevard.;Krysten Ritter;car
My parents were not very happy. They were very worried about me pursuing a career that even if I had talent might not give me the happiness and the success that they - any parent hopes for their child.;Emmylou Harris;happiness
People ask 'do you make a conscious effort not to swear?' - if you're doing silly stuff you're not tempted to put swearing in. All the comics from my childhood, who were funny without swearing, were the people that influenced me. What I do is quite traditional anyway.;Tim Vine;funny
It was only for two years, and I jumped from family to family. It's very scary.;Mary J. Blige;family
The black market was a way of getting around government controls. It was a way of enabling the free market to work. It was a way of opening up, enabling people.;Milton Friedman;work
Great effort is required to arrest decay and restore vigor. One must exercise proper deliberation, plan carefully before making a move, and be alert in guarding against relapse following a renaissance.;Horace;great
An economist's guess is liable to be as good as anybody else's.;Will Rogers;good
One way to keep momentum going is to have constantly greater goals.;Michael Korda;motivational
There is a certain age at which a child looks at you in all earnestness and delivers a long, pleased speech in all the true inflections of spoken English, but with not one recognizable syllable.;Annie Dillard;age
To speak of morals in art is to speak of legislature in sex. Art is the sex of the imagination.;George Jean Nathan;art
Ages of experience have taught humanity that the commitment of a husband and wife to love and to serve one another promotes the welfare of children and the stability of society.;Jack Kingston;experience
Fear cannot be banished, but it can be calm and without panic it can be mitigated by reason and evaluation.;Vannevar Bush;fear
Almost no one is foolish enough to imagine that he automatically deserves great success in any field of activity yet almost everyone believes that he automatically deserves success in marriage.;Sydney J. Harris;great
In spite of everything I shall rise again: I will take up my pencil, which I have forsaken in my great discouragement, and I will go on with my drawing.;Vincent Van Gogh;great
That's Anil's path. She grows up in Sri Lanka, goes and gets educated abroad, and through fate or chance gets brought back by the Human Rights Commission to investigate war crimes.;Michael Ondaatje;war
Business and growing jobs is about taking risk, sometimes failing, sometimes succeeding, but always striving. It is about dreams. Usually, it doesn't work out exactly as you might have imagined. Steve Jobs was fired at Apple. He came back and changed the world.;Mitt Romney;business
Truth should not be forced it should simply manifest itself, like a woman who has in her privacy reflected and coolly decided to bestow herself upon a certain man.;John Updike;truth
Lord of the Rings was my first experience making movies and at the time, I had no ideas how movies were done. I thought that's the way they're done, so in a way, I had nothing to compare it to.;Orlando Bloom;movies
Death is a commingling of eternity with time in the death of a good man, eternity is seen looking through time.;Johann Wolfgang von Goethe;time
The people of Wisconsin have been good to me. I've tried to live up to their trust. And now I ask those hardworking men and women, and millions like them across America, to join our cause and get this country working again. When Governor Romney asked me to join the ticket, I said, 'Let's get this done' - and that is exactly, what we're going to do.;Paul Ryan;women
Scholastic learning and polemical divinity retarded the growth of all true knowledge.;David Hume;learning
Old age, calm, expanded, broad with the haughty breadth of the universe, old age flowing free with the delicious near-by freedom of death.;Edith Wharton;freedom
The first duty of a human being is to assume the right functional relationship to society - more briefly, to find your real job, and do it.;Charlotte Perkins Gilman;relationship
No good work is ever done while the heart is hot and anxious and fretted.;Olive Schreiner;fear
As the proud father of two teens and past Chairman to the Presidents Council on Physical Fitness and Sports, I am committed to educating parents and especially young people on ways to live a long, healthy and active life.;Lee Haney;fitness
The spirit of democracy is not a mechanical thing to be adjusted by abolition of forms. It requires change of heart.;Mahatma Gandhi;change
It's how you look at beauty. Is it only an outward appearance with hair and makeup and a hot body, or is it something deeper than that?;Hilary Swank;beauty
The properties which differentiate living matter from any kind of inorganic imitation may be instinctively felt, but can hardly be formulated without expert knowledge.;Oliver Joseph Lodge;knowledge
The truth that is suppressed by friends is the readiest weapon of the enemy.;Robert Louis Stevenson;truth
I don't have a lot of skills, but one thing I can do is, I can compartmentalize. I can make that a little world that I can go back to, so I can be a waitress, or I can be a teacher, and then go and work on my book.;Dana Spiotta;teacher
The best way to make your dreams come true is to wake up.;Paul Valery;best
You know, I looked at my face in the mirror this morning, and I like being old. My face has more content and when I train in the gym now, I am not training to be strong or handsome - just better than I was yesterday. These days the race is just against myself.;Jean Claude Van Damme;morning
You don't have freedom because you are a hyphenated American you have freedom because you are an individual, and that should be protected.;Ron Paul;freedom
Life inspires more dread than death - it is life which is the great unknown.;Emile M. Cioran;death
It is pretty hard to tell what does bring happiness poverty and wealth have both failed.;Kin Hubbard;happiness
I've said it before, but it's absolutely true: My mother gave me my drive, but my father gave me my dreams. Thanks to him, I could see a future.;Liza Minnelli;future
Money's a horrid thing to follow, but a charming thing to meet.;Henry James;money
It is easy to talk on religion, but difficult to practice it.;Ramakrishna;religion
Life is a culmination of the past, an awareness of the present, an indication of a future beyond knowledge, the quality that gives a touch of divinity to matter.;Charles Lindbergh;future
My number one goal is to love, support and be there for my son.;Farrah Fawcett;love
What's very important is that we build a space that matters in the world, one that operates according to democratic rules, and that small and large countries enjoy a good relationship.;Jean-Pierre Raffarin;relationship
From our perspective, trying to deal with this continuing campaign of terror, if you will, the war on terror that we're engaged in, this is a continuing enterprise. The people that were involved in some of those activities before 9/11 are still out there.;Dick Cheney;war
When I came to New York, I began to meet the people who became the most famous artists of our time. I was insecure about my own level of ability, I didn't know whether I could compete with these people and, at the same time. I was wondering what is this anyway?;Henry Flynt;famous
Obedience is an act of faith disobedience is the result of unbelief.;Edwin Louis Cole;faith
EA SPORTS has a strong partnership with adidas and through this relationship they approached adidas about using some of their top players from around the world.;Claudio Reyna;relationship
But the lover's power is the poet's power. He can make love from all the common strings with which this world is strung.;Amelia Barr;power
Lord of the Rings was my first experience making movies and at the time, I had no ideas how movies were done. I thought that's the way they're done, so in a way, I had nothing to compare it to.;Orlando Bloom;experience
I have only one rule in acting - trust the director and give him heart and soul.;Ava Gardner;trust
God has a plan for all of us, but He expects us to do our share of the work.;Minnie Pearl;work
You can't just lecture the poor that they shouldn't riot or go to extremes. You have to make the means of legal redress available.;Harold H. Greene;legal
I was really lucky. My gal pal was my mom.;Ana Ortiz;mom
I grew up in Baltimore. And yes, I am a big sports fan, especially when it comes to my local teams.;Josh Charles;sports
There is humor in the specter of the worst disaster in our nation's history. All I have to do is sweep away the debris of shock to find it.;Will Durst;humor
The world has changed - through technology, through wine-making techniques, the quality of wine is greater than it's ever been. Whereas ten, fifteen years ago it was very easy to find lots of bad wine, it's kind of hard now. The technology, the science - it's like, are you kidding? We're in the golden years of wine!;Gary Vaynerchuk;technology
Always kiss your children goodnight, even if they're already asleep.;H. Jackson Brown, Jr.;parenting
The hardest part is to travel, and to be away from your family.;Glenn Tipton;travel
Taxation is just a sophisticated way of demanding money with menaces.;Terry Pratchett;money
My hope still is to leave the world a bit better than when I got here.;Jim Henson;hope
Which government is the best? The one that teaches us to govern ourselves.;Johann Wolfgang von Goethe;best
But all actors go through the process, it's hit and miss, you have achievement and failure.;Thomas Haden Church;failure
All our dreams can come true, if we have the courage to pursue them.;Walt Disney;courage
Beauty without grace is the hook without the bait.;Ralph Waldo Emerson;beauty
God is creating at every moment of the world's existence in and through the perpetually endowed creativity of the very stuff of the world.;Arthur Peacocke;god
My marriage? Up to now everything's okay. But it's a real marriage - imperfect and very difficult. It's all about people evolving somewhat simultaneously through their lives. I think we've emotionally evolved.;Jamie Lee Curtis;marriage
Eventually, we reach the point where we start to realize that we are not going to find peace, contentment, happiness, strength, fearlessness - all of the things that in our heart of hearts we wish we had - outside of us.;Guy Finley;happiness
Under the Environmental Protection Agency's Energy Star Program, homes are independently verified to be measurably more energy efficient than average houses.;Melissa Bean;environmental
The greatest mistake we make is living in constant fear that we will make one.;John C. Maxwell;great
Politics disgusts me.;Brigitte Bardot;politics
As tempting as it seems to wear tennis shoes with your tux, don't do it. I think it looks ridiculous. If you're 14 years old, maybe give it a shot. In general, don't portray anything that says 'I'm too cool and I don't care.';Paul Feig;cool
Love can no more continue without a constant motion than fire can and when once you take hope and fear away, you take from it its very life and being.;Francois de La Rochefoucauld;hope
Each morning when I awake, I experience again a supreme pleasure - that of being Salvador Dali.;Salvador Dali;experience
I'd like to state that Spike Lee is not saying that African American culture is just for black people alone to enjoy and cherish. Culture is for everybody.;Spike Lee;alone
Justice is the truth in action.;Joseph Joubert;truth
Bloomberg's $50 million is not going to revolutionize the electric power industry. But his willingness to fight is already inspiring others to see Big Coal differently.;Jeff Goodell;power
Success or failure in business is caused more by the mental attitude even than by mental capacities.;Walter Scott;failure
The figure a poem makes. It begins in delight and ends in wisdom... in a clarification of life - not necessarily a great clarification, such as sects and cults are founded on, but in a momentary stay against confusion.;Robert Frost;wisdom
The novel succeeds on terms exclusive to literature. A good film succeeds on terms exclusive to the cinema. That's why so many bad novels can become good movies, like 'Jaws' or 'The Godfather.';Alexander Payne;movies
My mom was a waitress, and my dad was a plumber who worked for the City of San Clemente fixing mains breaks, so not too glamorous.;Shaun White;mom
I had to learn to dance for 'The Adjustment Bureau' and it was nearly impossible. I turned up with my knees knocking in my leotard and went home and cried my eyes out.;Emily Blunt;home
Whether you think a film will affect society or it's plain entertainment, it's all excellent, it's all noble.;Joaquin Phoenix;society
I like to encourage people to realize that any action is a good action if it's proactive and there is positive intent behind it.;Michael J. Fox;positive
My mom is like this hard-core, liberal feminist. She's a professor in Boston, and she's been teaching women's studies for 30 years and international politics.;Eliza Dushku;politics
Life is a lot like jazz... it's best when you improvise.;George Gershwin;life
It has to be a very specific role for me because of my accent. I can't complain I've been working since I got to LA. But it is hard. I have no training as an actress so I try whatever I do like school, because I'm learning.;Sofia Vergara;learning
It's so funny, because right now I'm very tired and my brains a little dead, I tend to get very focused and serious. So, I'm probably coming off a lot more like Scully right now.;Gillian Anderson;funny
I'd call what I do pop music, but it's folky and electronic and it doesn't really sound like much else.;Ellie Goulding;music
The interpretation of dreams is the royal road to a knowledge of the unconscious activities of the mind.;Sigmund Freud;knowledge
Marriage - a book of which the first chapter is written in poetry and the remaining chapters in prose.;Beverley Nichols;poetry
I felt that the elegance of pop music was that it was reflective: we were holding up a mirror to our audience and reflecting them philosophically and spiritually, rather than just reflecting society or something called 'rock and roll.';Pete Townshend;society
I turned down 'Some Like It Hot.' See how smart I am? I felt I couldn't bring anything funny to it. The outfit was funny. I don't need to compete with the wardrobe.;Jerry Lewis;funny
I use God in my songs a lot but I don't have a relationship. I don't know what that means.;Dave Matthews;relationship
