What good is it being Marilyn Monroe? Why can't I just be an ordinary woman?;Marilyn Monroe;good
Men are strong so long as they represent a strong idea they become powerless when they oppose it.;Sigmund Freud;men
It is now conventional wisdom that Americans do not care why we went to war in Iraq, that it is enough that the world is better off without Saddam Hussein.;Adam Schiff;wisdom
Olympism seeks to create a way of life based on the joy found in effort, the educational value of a good example and respect for universal fundamental ethical principles.;Pierre de Coubertin;respect
As men are not able to fight against death, misery, ignorance, they have taken it into their heads, in order to be happy, not to think of them at all.;Blaise Pascal;men
We are at our very best, and we are happiest, when we are fully engaged in work we enjoy on the journey toward the goal we've established for ourselves. It gives meaning to our time off and comfort to our sleep. It makes everything else in life so wonderful, so worthwhile.;Earl Nightingale;best
The happiness of society is the end of government.;John Adams;happiness
Government workers often get a bad rap, but it's rare for them to receive much appreciation when government works.;Matthew Lesko;government
Nature... is nothing but the inner voice of self-interest.;Charles Baudelaire;nature
My sisters both are working mothers. I understand that my being an actress as well as being at home isn't some heroic thing. That doesn't mean it isn't confusing or difficult - especially that question of how you find a balance.;Jennifer Garner;home
Among physicists, I'm respected I hope.;Stephen Hawking;hope
I'm sick of just liking people. I wish to God I could meet somebody I could respect.;J. D. Salinger;respect
I've heard that, but since I'm computer illiterate I don't know how it all works. But since I'm on Prodigy tonight, I'm learning a lot through my typist, Peter.;Bobby Sherman;learning
Our heavenly Father understands our disappointment, suffering, pain, fear, and doubt. He is always there to encourage our hearts and help us understand that He's sufficient for all of our needs. When I accepted this as an absolute truth in my life, I found that my worrying stopped.;Charles Stanley;truth
I love music. It's freedom, a way to deal with pent-up frustration.;Ice Cube;freedom
I like being independent. I don't think that marriage means you're not independent, but right now I'm very comfortable, and I'm probably the happiest I've ever been. I feel solid. I feel safe.;Sandra Lee;marriage
The assumption is that the right kind of society is an organic being not merely analogous to an organic being, but actually a living structure with appetites and digestions, instincts and passions, intelligence and reason.;Herbert Read;intelligence
If you have ideas, you have the main asset you need, and there isn't any limit to what you can do with your business and your life. Ideas are any man's greatest asset.;Harvey S. Firestone;leadership
In order to succeed you must fail, so that you know what not to do the next time.;Anthony J. D'Angelo;success
I might have some character traits that some might see as innocence or naive. That's because I discovered peace and happiness in my soul. And with this knowledge, I also see the beauty of human life.;Tobey Maguire;happiness
The biggest lesson I learned from Vietnam is not to trust our own government statements. I had no idea until then that you could not rely on them.;J. William Fulbright;trust
It seems a long time since the morning mail could be called correspondence.;Jacques Barzun;morning
When desire dies, fear is born.;Baltasar Gracian;fear
I feel like I've reached an age where I can relax a little bit with the knowledge of what I've been through, take all that experience and use it. I love the challenge of trying to get back to where I've been, and beyond it.;Cathy Freeman;knowledge
The counterfeit and counterpart of Nature is reproduced in art.;Henry Wadsworth Longfellow;art
Knowing how to die is knowing how to live. What is death anyway? It's the outcome of life.;Jeanne Moreau;death
The family is the test of freedom because the family is the only thing that the free man makes for himself and by himself.;Gilbert K. Chesterton;family
The wisdom of crowds works when the crowd is choosing the price of an ox, when there's a single numeric average. But if it's a design or something that matters, the decision is made by committee, and that's crap. You want people and groups who are able to think thoughts before they share.;Jaron Lanier;wisdom
Give me odorous at sunrise a garden of beautiful flowers where I can walk undisturbed.;Walt Whitman;nature
The more we come out and do good to others, the more our hearts will be purified, and God will be in them.;Swami Vivekananda;god
