Obviously, I come from one background, and the people that design fitness equipment have been doing it for years and years, and they know what works and doesn't work.;Lance Armstrong;design
He who has faith has... an inward reservoir of courage, hope, confidence, calmness, and assuring trust that all will come out well - even though to the world it may appear to come out most badly.;B. C. Forbes;trust
Hip-hop don't have no fresh energy, none at all. It's money driven, everybody tryin' to make that cheque, nobody putting art in their albums any more.;Andre Benjamin;money
Lord, Bless our enemies have mercy upon them, may they turn their course and let us alone, and let us live in peace at our homes in our own native land.;William Pennington;peace
It is not the business of generals to shoot one another.;Arthur Wellesley;business
I read poetry to save time.;Marilyn Monroe;time
I'm taking all the negatives in my life, and turning them into a positive.;Pitbull;positive
Loneliness is my least favorite thing about life. The thing that I'm most worried about is just being alone without anybody to care for or someone who will care for me.;Anne Hathaway;alone
Never trust sheep.;Ryan Stiles;trust
I've found the best way is to not be scared of the attention but to be grateful for it and open to it. It makes my days better rather than being annoyed that people want my attention.;Brandon Routh;best
We worry about the seemingly ever-increasing number of natural catastrophes. Yet this is mainly a consequence of CNN - we see many more, but the number is roughly constant, and we manage to deal much better with them over time. Globally, the death rate from catastrophes has dropped about fifty-fold over the past century.;Bjorn Lomborg;death
Dissents are appeals to the brooding spirit of the law, to the intelligence of another day.;Charles Evans Hughes;intelligence
I tend to head for what's amusing because a lot of things aren't happy. But usually you can find a funny side to practically anything.;Maggie Smith;funny
I realized the other day that I've lived in New York longer than I've lived anywhere else. It's amazing: I am a New Yorker. It's strange I never thought I would be.;David Bowie;amazing
I'm one of five kids and we lived on a massive farm in New South Wales with my mum and dad.;Abbie Cornish;dad
There is probably a perverse pride in my administration... that we were going to do the right thing, even if short-term it was unpopular. And I think anybody who's occupied this office has to remember that success is determined by an intersection in policy and politics and that you can't be neglecting of marketing and P.R. and public opinion.;Barack Obama;politics
Thank goodness I had a great family growing up, a great foundation. But I will say my faith, my parents, my family, all that stuff is very, very important. And I'll say that until the day I die.;Donny Osmond;faith
Germany has reduced savagery to a science, and this great war for the victorious peace of justice must go on until the German cancer is cut clean out of the world body.;Theodore Roosevelt;war
At the end of the day, my hope is that when the new Medicare- Prescription Drug Law gets up and fully running a lot more seniors will pay a whole lot less than they do today for their much-needed medications.;Dennis Hastert;hope
Love is like a beautiful flower which I may not touch, but whose fragrance makes the garden a place of delight just the same.;Helen Keller;love
I joined the Labour party because I believed in equality, in freedom of speech and in tolerance, compassion and understanding for people, irrespective of their background and views. In whatever I decide to do in the future I will hold to those principles.;Geoff Hoon;equality
The only thing that ultimately matters is to eat an ice-cream cone, play a slide trombone, plant a small tree, good God, now you're free.;Ray Manzarek;good
Since I'm always working, my best holiday memories are definitely when I can just go home and spend time with my family.;Chris Brown;home
I am determined to be cheerful and happy in whatever situation I may find myself. For I have learned that the greater part of our misery or unhappiness is determined not by our circumstance but by our disposition.;Martha Washington;happiness
I would have changed my last name if being famous were my goal.;Zach Galifianakis;famous
You were up at 5 o'clock in the morning, and then you'd ride in a caravan, because we didn't have big movie trucks or trailers that is the hardware of a movie camp.;Marguerite Moreau;morning
Society can overlook murder, adultery or swindling it never forgives preaching of a new gospel.;Edmund Burke;society
Everyone designs who devises courses of action aimed at changing existing situations into preferred ones.;Herbert Simon;design
When I'm in London I do have the convenience of being close to St James Park which is also good for me because it gives me an excuse to get out and get some much needed exercise!;David Blunkett;travel
I do the gardening.;Kenneth Robert Livingstone;gardening
I get along with guys most of my friends are guys. It's easier to trust men sometimes. I only have a few close girlfriends that I trust.;Paris Hilton;trust
Believers, look up - take courage. The angels are nearer than you think.;Billy Graham;faith
The one thing I've learned is that stuttering in public is never as bad as I fear it will be.;John Stossel;fear
I think it would be cool if you were writing a ransom note on your computer, if the paper clip popped up and said, 'Looks like you're writing a ransom note. Need help? You should use more forceful language, you'll get more money.';Demetri Martin;money
We must learn to live together as brothers or perish together as fools.;Martin Luther King, Jr.;learning
To express the same idea in still another way, I think that human knowledge is essentially active.;Jean Piaget;knowledge
Science, we are repeatedly told, is the most reliable form of knowledge about the world because it is based on testable hypotheses. Religion, by contrast, is based on faith. The term 'doubting Thomas' well illustrates the difference.;Paul Davies;religion
So that ideas of sort of relaxed symmetry have been something for years that I have been concerned with because I think that symmetry is a neutral shape as opposed to a form of design.;Robert Rauschenberg;design
Lust is to the other passions what the nervous fluid is to life it supports them all, lends strength to them all ambition, cruelty, avarice, revenge, are all founded on lust.;Marquis de Sade;strength
When I was a youngster growing up in South Dakota, we never referred to the national debt, it was always referred to as the war debt because it stemmed from World War I.;George McGovern;war
We don't have enough support for maternal leave and the kinds of things that some of the European countries do. So we still make it hard on women to go into the work force and feel that they can be good at work but then doing the most important job, which is raising your children in a responsible and positive way.;Hillary Clinton;women
If you want to make enemies, try to change something.;Woodrow Wilson;change
My dad is still Christian Scientist. My mom's not, and I'm not. But I believe in God, and that there's a higher power and an intelligence that's bigger than us and that we can rely on. It's not just us, thinking we are the ones in control of everything. That idea gives me support.;Ellen DeGeneres;power
The mediocre teacher tells. The good teacher explains. The superior teacher demonstrates. The great teacher inspires.;William Arthur Ward;teacher
I haven't seen Clones, which has been during this period when I haven't seen much of anything, but I did see Phantom Menace, and see my feelings about it - see, first of all, I think that when you make a lot of movies, your attitude about the movies changes.;Lawrence Kasdan;attitude
The first responsibility of a leader is to define reality. The last is to say thank you. In between, the leader is a servant.;Max de Pree;business
The humor section is the last place an author wants to be. They put your stuff next to collections of Cathy cartoons.;David Sedaris;humor
What makes Superman a hero is not that he has power, but that he has the wisdom and the maturity to use the power wisely. From an acting point of view, that's how I approached the part.;Christopher Reeve;wisdom
Few women, I fear, have had such reason as I have to think the long sad years of youth were worth living for the sake of middle age.;Dwight D. Eisenhower;women
The God who existed before any religion counts on you to make the oneness of the human family known and celebrated.;Desmond Tutu;family
I want to say a little something that's long overdue, the disrespect to women has got to be through. To all the mothers and the sisters and the wives and friends, I wanna offer my love and respect till the end.;Adam Yauch;respect
Little men with little minds and little imaginations go through life in little ruts, smugly resisting all changes which would jar their little worlds.;Zig Ziglar;life
Honestly, I don't listen to nobody else's music but my own. It's kind of like sports to me. You don't see Kobe Bryant at a LeBron James game - he just works on his own game. And that's what I do. I only listen to me, so I can criticize and analyze and all those things.;Lil Wayne;sports
Anorexia, you starve yourself. Bulimia, you binge and purge. You eat huge amounts of food until you're sick and then you throw up. And anorexia, you just deny yourself. It's about control.;Tracey Gold;food
Another unsettling element in modern art is that common symptom of immaturity, the dread of doing what has been done before.;Edith Wharton;art
What makes the most money for this business? Dead rock stars.;Courtney Love;business
Women are not making it to the top. A hundred and ninety heads of state nine are women. Of all the people in parliament in the world, thirteen per cent are women. In the corporate sector, women at the top - C-level jobs, board seats - tops out at fifteen, sixteen per cent.;Sheryl Sandberg;women
There are two good rules which ought to be written on every heart - never to believe anything bad about anybody unless you positively know it to be true never to tell even that unless you feel that it is absolutely necessary, and that God is listening.;Henry Van Dyke;god
I didn't go to university. Didn't even finish A-levels. But I have sympathy for those who did.;Terry Prachett;sympathy
Life is a corrupting process from the time a child learns to play his mother off against his father in the politics of when to go to bed he who fears corruption fears life.;Saul Alinsky;politics
I will not be just a tourist in the world of images, just watching images passing by which I cannot live in, make love to, possess as permanent sources of joy and ecstasy.;Anais Nin;love
For me, everything is cool.;Paz Vega;cool
To be born in Wales, not with a silver spoon in your mouth, but, with music in your blood and with poetry in your soul, is a privilege indeed.;Brian Harris;poetry
Having gone through so many of the personal things I've gone through, its about creating an (online) space for girls to be heard. I don't profess to have all the answers. But Ask Elizabeth is a space where girls are not alone.;Elizabeth Berkley;alone
Dare to be honest and fear no labor.;Robert Burns;fear
Living in Cambridge, with nature and everything, it's so clean.;Syd Barrett;nature
On the Day of Atonement, Jews are commanded to seek forgiveness from the people we have hurt.;Laura Schlessinger;forgiveness
Nature is neutral.;Adlai E. Stevenson;nature
I do live like a rock star, but it's not as great as it sounds. It's a lot of traveling.;Ron White;great
It's okay to be a fat man. It's prestige and power and all of that. But fat women are seen as just lazy and stupid and having no self-control.;Camryn Manheim;power
The joy of the mind is the measure of its strength.;Ninon de L'Enclos;strength
Anyone who doesn't take truth seriously in small matters cannot be trusted in large ones either.;Albert Einstein;truth
Anger is a momentary madness, so control your passion or it will control you.;G. M. Trevelyan;anger
Those who dream by day are cognizant of many things that escape those who dream only at night.;Edgar Allan Poe;imagination
I remember saying goodbye to my father the night he left to join the Navy. He didn't have to. He was older than other servicemen and had a family to support but he wanted to be a part of the fight against fascism, not just make movies about it. I admired this about him.;Jane Fonda;family
Morality is the basis of things and truth is the substance of all morality.;Mahatma Gandhi;truth
Information on how to heal autism and how to possibly delay vaccines or prevent autism shouldn't come from me. It should come from the medical establishment.;Jenny McCarthy;medical
Love shouldn't be about jealousy or anything like that. It should be about commitment and being able to trust that person. If you can't have that from the get-go, there's a problem.;Aaron Carter;jealousy
A show that no one thought had a chance has just finished its fifth year: Charmed. I think it's tougher for the younger networks, so I think they have a little more patience for the sake of the show. But who knows?;Aaron Spelling;patience
The town, the team, it's a family. That has helped. For some people who have had to deal with some of the problems I have had to deal with don't have football as an out.;Brett Favre;family
Failure doesn't kill you... it increases your desire to make something happen.;Kevin Costner;failure
I always say, I'm certain I changed 'Watchmen' less than the Coen brothers changed 'No Country for Old Men.' I'm certain of it. But you don't hear the Cormac McCarthy fans, like, up in arms about it. They should be. It's like an amazing Pulitzer Prize-winning book.;Zack Snyder;amazing
I am a soul. I know well that what I shall render up to the grave is not myself. That which is myself will go elsewhere. Earth, thou art not my abyss!;Victor Hugo;art
I think my mother is my biggest influence. There are so many things I hate about her but at the same time I'm thankful for her. All I know is that when I'm a parent I want to be just like my mom. I can talk to my mom more than any of my friends could talk to their parents.;Nikki Reed;thankful
You cannot escape the results of your thoughts. Whatever your present environment may be, you will fall, remain or rise with your thoughts, your vision, your ideal. You will become as small as your controlling desire as great as your dominant aspiration.;James Lane Allen;great
I'm all for same-sex marriage.;Tori Spelling;marriage
Proper school nutrition must be complemented by activities outside of the cafeteria. The decisions parents make to keep their kids healthy are critical in fighting this battle on the home front.;Tom Vilsack;home
The secret was to just be cool, stay in God's graces, and work it out.;Solomon Burke;cool
Inclusive, good-quality education is a foundation for dynamic and equitable societies.;Desmond Tutu;education
There's a continuity between what I care about in any form: I care about it in my music, in article-writing, in how I dress, in how I live, in my relationships, in how I navigate paparazzi, how I decorate my home. There's such a continuity between everything that I don't really care what form it shows up in.;Alanis Morissette;home
There are more than 300,000 families in the Gulf region that lost their homes and are waiting for peace of mind. The hurricane exposed the sad reality of poverty in America. We saw, in all its horrific detail, the vulnerabilities of living in inadequate housing and the heartbreak of losing one's home.;Harry Connick, Jr.;sad
Children that are raised in a home with a married mother and father consistently do better in every measure of well-being than their peers who come from divorced or step-parent, single-parent, cohabiting homes.;Todd Tiahrt;parenting
Without accepting the fact that everything changes, we cannot find perfect composure. But unfortunately, although it is true, it is difficult for us to accept it. Because we cannot accept the truth of transience, we suffer.;Shunryu Suzuki;change
My family, you know, are all still, you know, very close. We're all still very close. Mom and Daddy are still alive. So, what more can you ask for? Your kids are healthy.;Reba McEntire;family
If it is wrong for you to take money from someone else who earned it, to take their money by force for your own needs, then it is certainly just as wrong for you to demand that the government step forward and do this dirty work for you.;Neal Boortz;government
My relationship with my mom is so amazing. We never got to have that stage that people go through, like when you're 13 and you think you're too cool for your parents. When you're embarrassed by them and stuff. We never went through that because I was constantly working and she constantly had to be there.;Hilary Duff;cool
I think women look for that quality in a man of being a good dad whether they're immediately wanting to be a parent or not.;Emily VanCamp;dad
If religion were true, its followers would not try to bludgeon their young into an artificial conformity but would merely insist on their unbending quest for truth, irrespective of artificial backgrounds or practical consequences.;H. P. Lovecraft;truth
I do have to travel a lot for speaking engagements.;P. J. O'Rourke;travel
My family is awesome.;Miranda Lambert;family
If I could be a third of the woman that my mom is and have a third of the strength that she has, then I will have done good by this life.;Brittany Murphy;strength
'Yes' is a far more potent word than 'no' in American politics. By adopting the positions which animate the political agenda for the other side, one can disarm them and leave them sputtering with nothing to say.;Dick Morris;politics
It's a problem for him because he's got - like Edward VII had - nearly all his lifetime to wait until he becomes Monarch. What is he going to do with it? So he wants to do something positive but he always courts those dangers.;Anthony Holden;positive
A physician without a knowledge of Astrology has no right to call himself a physician.;Hippocrates;knowledge
Real generosity toward the future lies in giving all to the present.;Albert Camus;future
Fear has its use but cowardice has none.;Mahatma Gandhi;fear
I am no mother, and I won't be one.;Brigitte Bardot;mom
I don't know if it's possible to live the rock 'n roll lifestyle and still be romantic.;Adam Levine;romantic
The only real failure in life is not to be true to the best one knows.;Buddha;best
Elegance is not the prerogative of those who have just escaped from adolescence, but of those who have already taken possession of their future.;Coco Chanel;future
Intimacies between women often go backwards, beginning in revelations and ending in small talk.;Elizabeth Bowen;women
Love possesses not nor will it be possessed, for love is sufficient unto love.;Khalil Gibran;love
Every baseball crowd, like every theatre audience, has its own distinctive attitude and atmosphere.;Bill Veeck;attitude
I've worn my share of leopard pink boots to premieres or belts the size of cars. I thought my pink leopard boots were so cool.;Brittany Snow;cool
No, I don't regret anything at this point. That may change on the next phone call, but at the moment I don't regret anything.;William Shatner;change
I always hated high-school shows and high-school movies, because they were always about the cool kids. It was always about dating and sex, and all the popular kids, and the good-looking kids. And the nerds were super-nerdy cartoons, with tape on their glasses. I never saw 'my people' portrayed accurately.;Paul Feig;movies
I love romantic comedies.;Lil' Romeo;romantic
I'd probably be famous now if I wasn't such a good waitress.;Jane Siberry;famous
The surrealists, and the modern movement in painting as a whole, seemed to offer a key to the strange postwar world with its threat of nuclear war. The dislocations and ambiguities, in cubism and abstract art as well as the surrealists, reminded me of my childhood in Shanghai.;J. G. Ballard;war
It created a global platform that allowed more people to plug and play, collaborate and compete, share knowledge and share work, than anything we have ever seen in the history of the world.;Thomas Friedman;knowledge
Don't kid yourself. President Obama's decision to withdraw 33,000 troops from Afghanistan before he stands for reelection is not driven by the United States' 'position of strength' in the war zone as much as it is by grim economic and political realities at home.;Ron Fournier;home
I wanted to be a pilot. I loved flying and I loved all the technology and the equipment and the sense of adventure that came with it. I think that feeling still bleeds over into everything I do today.;Graham Brown;technology
I also think a Hot Mom is someone who can connect with what's current in her kids' world.;Jami Gertz;mom
Beauty is that which is simultaneously attractive and sublime.;Karl Wilhelm Friedrich Schlegel;beauty
Be prepared, work hard, and hope for a little luck. Recognize that the harder you work and the better prepared you are, the more luck you might have.;Ed Bradley;hope
In the general course of human nature, A power over a man's subsistence amounts to a power over his will.;Alexander Hamilton;power
I'm thankful to my family, friends, and fans for all of their support.;Serena Williams;thankful
My mom is going to kill me for talking about sleeping with people. But I don't want to put myself in the position where I'm in a monogamous relationship right now. I'm not dating just one person. 'Sex and the City' changed everything for me because those girls would sleep with so many people.;Lindsay Lohan;mom
Farrah Fawcett had courage, she had strength, and she had faith.;Jaclyn Smith;strength
Travelers repose and dream among my leaves.;William Blake;travel
I miss England. I miss the weather. I've spent moss of the last 25 years on tour. I'm ready to come home.;Sting;home
I have shared my whole life. My private and my show business life. It helps me actually to feel my songs and to go on with my dreams.;Celine Dion;dreams
A faith is something you die for, a doctrine is something you kill for. There is all the difference in the world.;Tony Benn;faith
A lot of people are obsessed with looking cool. They feel they have to look after their image.;Adrian Edmondson;cool
Despite our very recent appearance on the planet, humanity combines arrogance with increasing material demands, even as we become more numerous. Our toughness is a delusion. Have we the intelligence and discipline to vigilantly guard against our tendency to grow without limit?;Lynn Margulis;intelligence
You get to bring your own sound system when you play an arena, all the lights and visual stuff, which I think is really cool. There's something about those old arenas, where it feels larger than life.;Dan Auerbach;cool
It is just called Continuing Legal Education. You can go to lectures, you can even listen to tapes on airplanes - they want you to stay current. So you do have to stay current to maintain your license even if you are not practicing.;Frank Shorter;legal
Every man hath a general desire of his own happiness and likewise a variety of particular affections, passions, and appetites to particular external objects.;Joseph Butler;happiness
Do not waste your time on Social Questions. What is the matter with the poor is Poverty what is the matter with the rich is Uselessness.;George Bernard Shaw;society
A person who has sympathy for mankind in the lump, faith in its future progress, and desire to serve the great cause of this progress, should be called not a humanist, but a humanitarian, and his creed may be designated as humanitarianism.;Irving Babbitt;future
When did I realize I was God? Well, I was praying and I suddenly realized I was talking to myself.;Peter O'Toole;god
Wisdom has never made a bigot, but learning has.;Josh Billings;learning
To play safe, I prefer to accept only one type of power: the power of art over trash, the triumph of magic over the brute.;Vladimir Nabokov;power
And I want to be able to - you know, make Republicans and Democrats famous for keeping jobs in California.;Meg Whitman;famous
It has become impossible to give up the enterprise of disarmament without abandoning the whole great adventure of building up a collective peace system.;Arthur Henderson;peace
No lying knight or lying priest ever prospered in any age, but especially not in the dark ones. Men prospered then only in following an openly declared purpose, and preaching candidly beloved and trusted creeds.;John Ruskin;men
But the person who scored well on an SAT will not necessarily be the best doctor or the best lawyer or the best businessman. These tests do not measure character, leadership, creativity, perseverance.;William Julius Wilson;best
Growing up in New York has influenced my style so much, and I have an amazing relationship with my stylist, Estee Stanley. We have so much fun with the whole process. She picks out dresses, I try things on and play dress up, and we get creative to see what works.;Lea Michele;relationship
And in a world without heroes, as the movie trailer voice-over guy might say, the slightly awkward can be slightly cool.;Adam Brody;cool
Freedom is from within.;Frank Lloyd Wright;freedom
There must be a day or two in a man's life when he is the precise age for something important.;Franklin P. Adams;age
We have convinced over one billion members of the Islamic faith that we are prejudiced against their religion, that we would deny them freedom of religion, that we want suppress their culture and invade their governments.;Theodore C. Sorensen;freedom
Men who do things without being told draw the most wages.;Rodney Dangerfield;men
The measure of a man is what he does with power.;Plato;power
I started eating healthier. I actually gave up fast food. I gave up candy and potato chips and everything else. I started watching what I ate.;Ryan Lochte;food
I never thought of politics as a profession.;Georgios A. Papandreou;politics
Marriage is for women the commonest mode of livelihood, and the total amount of undesired sex endured by women is probably greater in marriage than in prostitution.;Bertrand Russell;women
I have glaucoma, so use eye drops both morning and night.;Malcolm Boyd;morning
It's interesting - I always thought when I was doing more melodramatic stuff like 'Everwood' that the directors were constantly reeling me in and stopping me from being funny.;Chris Pratt;funny
And, as I have said, it's made me think twice about the imagination. If the spirits aren't external, how astonishing the mediums become! Victor Hugo said of his voices that they were like his own mental powers multiplied by five.;James Merrill;imagination
Everyone is a genius at least once a year. The real geniuses simply have their bright ideas closer together.;Georg C. Lichtenberg;intelligence
September 11, 2001, revealed heroism in ordinary people who might have gone through their lives never called upon to demonstrate the extent of their courage.;Geraldine Brooks;courage
Truth is certainly a branch of morality and a very important one to society.;Thomas Jefferson;society
My book 'Trust Your Heart', which is the story of my life, will be followed by 'Singing Lessons', a memoir of love, loss, hope, and healing, which talks about the death of my son and the hope that has been the aftermath of the healing from that tragedy.;Judy Collins;hope
But Vegas is really my first home.;David Copperfield;home
Christmas renews our youth by stirring our wonder. The capacity for wonder has been called our most pregnant human faculty, for in it are born our art, our science, our religion.;Ralph W. Sockman;science
I was always okay with the fact that I was taller and bigger than everybody else growing up. My mom, my dad, and my friends always told me I was beautiful.;Jordin Sparks;dad
The function of prayer is not to influence God, but rather to change the nature of the one who prays.;Soren Kierkegaard;change
I had more clothes than I had closets, more cars than garage space, but no money.;Sammy Davis, Jr.;money
I sometimes think that Thomas Cook should be numbered among the secular saints. He took travel from the privileged and gave it to the people.;Robert Runcie;travel
A woman tells her doctor, 'I've got a bad back.' The doctor says, 'It's old age.' The woman says, 'I want a second opinion.' The doctor says: 'Okay - you're ugly as well.';Tommy Cooper;age
To believe only possibilities is not faith, but mere philosophy.;Thomas Browne;faith
Thug Life to me is dead.;Tupac Shakur;life
In my hometown there is a pub named after me - The Frome Flyer on Jenson Avenue. How cool is that?!;Jenson Button;cool
What do girls do who haven't any mothers to help them through their troubles?;Louisa May Alcott;mom
I'd like to do a film which is funny.;Clive Owen;funny
I didn't set out to be famous if I'd wanted that, I would have gone on 'Big Brother.';Sam Worthington;famous
I'm lucky that my real-life Mom has both a great sense of humor about herself and an amazing ability to slip into complete denial if the subject matter gets a little too close to home.;Cathy Guisewite;humor
There are two ways of exerting one's strength: one is pushing down, the other is pulling up.;Booker T. Washington;strength
Everywhere that freedom stirs, let tyrants fear.;George W. Bush;fear
The Eskimos had fifty-two names for snow because it was important to them: there ought to be as many for love.;Margaret Atwood;valentinesday
For the victor peace means the preservation of the position of power which he has secured. For the vanquished it means resigning himself to the position left to him.;Gustav Stresemann;peace
It was just like a dream. I could have ended up with an album that's not all that different from anything else coming out of Nashville. Mutt made the difference. He took these songs, my attitude, my creativity, and colored them in a way that is unique.;Shania Twain;attitude
It's like, if you can't focus on a movie for 90 minutes without looking at your phone, then don't go to the movies! You've got some issues, so you should probably stay home and work on those issues, and not distract everyone with lights, and sounds, oh my gosh, the tapping on the screens, it makes me crazy!;Ginnifer Goodwin;home
When a fellow says, 'It ain't the money but the principle of the thing,' it's the money.;Kin Hubbard;money
Let me alone, and go in search of someone else.;Ali ibn Abi Talib;alone
Of course, not everybody's willing to go out and do the experiments, but for the people who are willing to go out and do that, - if the experiments don't work, then it means it's not science.;Seth Lloyd;science
I would love to be married. But it's not a necessity like the way that I feel I need and want to have children. It would be wonderful to have a husband, and I would feel blessed to do it. But I would feel sad for the rest of my life if I had no kids.;Mindy Kaling;sad
It is in Saudi Arabia's best interest to allow women to fully participate in its society, and this includes the right to vote and run for office.;Barbara Boxer;society
What we're doing is making sure that we have a safe and secure border region from San Diego all the way to Brownsville. And that means manpower, it means technology, it means infrastructure, it means interior enforcement. All, you know, kind of layered in appropriate ways, and making sure, like I said before, the border is safe and secure.;Janet Napolitano;technology
My mother told me on several different occasions that she was livin' her dream vicariously through me. She once said that I was getting' to do all the things that she would have wanted to have done.;Buck Owens;mom
When I was a kid, no one would believe anything positive that you could say about black people. That's a terrible burden.;Kareem Abdul-Jabbar;positive
It doesn't take money to have style, it just takes a really good eye. Sometimes you can find amazing culinary antiques that will make it feel like an old French kitchen.;Tyler Florence;amazing
There's nothing sadder in this world than to awake Christmas morning and not be a child.;Erma Bombeck;christmas
The nude scenes were a little eerie and I felt a bit odd. Yeah, when the camera scanned up my body, I said to my friend, 'Now, that's a close-up.' I mean, you see every inch of my body. But I'm okay with it and so it was cool.;Natasha Henstridge;cool
Have an earnestness for death and you will have life.;Abu Bakr;death
Let love flow so that it cleanses the world. Then man can live in peace, instead of the state of turmoil he has created through his past ways of life, with all those material interests and earthly ambitions.;Sai Baba;life
I have to travel a lot for work.;James Purefoy;travel
But human nature dictates that there will always be cheaters. That's inevitable. Where there's money involved and glory, there are going to be people that cheat, and there will always be ways to cheat.;David Millar;money
What we know from World War I is that some of our troops had acute symptoms of exposure to chemicals, had bad health and died because of chemical exposure in World War I.;Christopher Shays;health
The sort of thinking at the time was, 'Well, we're giving you access to medical care which you wouldn't otherwise be able to get, so your payment is that we get to use you in research.';Rebecca Skloot;medical
That sort of half sigh, which, accompanied by two or three slight nods of the head, is pity's small change in general society.;Charles Dickens;society
That's my dream job, to be able to mail songs out to people who want to hear them. Paste my face on them and not travel all over the world trying to sell them.;Kristin Hersh;travel
I think intelligence is usually sexy until it becomes irritating. After that, you're stuck.;Jim Parsons;intelligence
The seven deadly sins: Want of money, bad health, bad temper, chastity, family ties, knowing that you know things, and believing in the Christian religion.;Samuel Butler;money
The great leaders are like the best conductors - they reach beyond the notes to reach the magic in the players.;Blaine Lee;business
I love Mikhail Bulgakov. He is very original and takes the story to unexpected places. I didn't realise political writing could be so funny.;Denise Mina;funny
The only prize much cared for by the powerful is power.;Oliver Wendell Holmes, Jr.;power
Nature is a temple in which living columns sometimes emit confused words. Man approaches it through forests of symbols, which observe him with familiar glances.;Charles Baudelaire;nature
I can find some way to make poetry out of my life's experiences.;Shelby Lynne;poetry
As I visited the various neighborhoods in the campaign, I learned fast that it's a mistake to think that all of the wisdom and possible solutions to our problems are available only in this building.;Jane Byrne;wisdom
Before breaking into music, I had various jobs: forklift driver, driving a courier. But I was forced into working rather than doing it off my own bat because that was my dad's way: you got a job and paid your way.;Gary Numan;dad
True happiness arises, in the first place, from the enjoyment of one's self, and in the next, from the friendship and conversation of a few select companions.;Joseph Addison;friendship
I served the famous professors and scholars, and eventually they learned that the Reverend Moon is superior to them. Even Nobel laureate academics who thought they were at the center of knowledge are as nothing in front of me.;Sun Myung Moon;knowledge
In this electronic age we see ourselves being translated more and more into the form of information, moving toward the technological extension of consciousness.;Marshall McLuhan;age
A little anger is a good thing if it isn't on your own behalf, if it's for others deserving of your anger, your empathy.;David Simon;anger
I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel.;Maya Angelou;learning
Only divine love bestows the keys of knowledge.;Arthur Rimbaud;love
We are afraid to care too much, for fear that the other person does not care at all.;Eleanor Roosevelt;fear
No one's ever achieved financial fitness with a January resolution that's abandoned by February.;Suze Orman;fitness
I have spoken with many former athletes, and they tell me the best time they had was in sports. I listen to them and use their experience in my career.;Sergei Bubka;sports
A person will sometimes devote all his life to the development of one part of his body - the wishbone.;Robert Frost;life
Many have said of Alchemy, that it is for the making of gold and silver. For me such is not the aim, but to consider only what virtue and power may lie in medicines.;Paracelsus;power
The United States Constitution has proved itself the most marvelously elastic compilation of rules of government ever written.;Franklin D. Roosevelt;government
He was a wise man who originated the idea of God.;Euripides;god
One of my most sentimental items is my grandmother's engagement ring that my mom gave me a few years ago. It's a Victorian-style setting that's closed in the back, so it doesn't sparkle the way diamonds do now. I wear it as a pendant.;Georgina Chapman;mom
Save your rejections so that later when you are famous you can show them to people and laugh.;Meg Cabot;famous
Kisses are a better fate than wisdom.;e. e. cummings;valentinesday
The tradition of Russian literature is also an eastern tradition of learning poetry and prose by heart.;Ryszard Kapuscinski;learning
